product,YM,state,user_cnt,rev
moveis_decoracao,2016-09,RR,1,272.46
beleza_saude,2016-09,SP,1,NULL
bebes,2016-10,MG,1,217.3
bebes,2016-10,PR,1,217.68
bebes,2016-10,RJ,3,655.47
bebes,2016-10,SP,4,760.26
beleza_saude,2016-10,CE,2,181.29000000000002
beleza_saude,2016-10,DF,1,310.4
beleza_saude,2016-10,ES,1,119.43
beleza_saude,2016-10,GO,1,68.72
beleza_saude,2016-10,MG,7,942.24
beleza_saude,2016-10,PE,1,102.69
beleza_saude,2016-10,PI,1,246.09
beleza_saude,2016-10,PR,6,406.97
beleza_saude,2016-10,RJ,6,1659.25
beleza_saude,2016-10,RR,1,69.02
beleza_saude,2016-10,RS,1,173.77
beleza_saude,2016-10,SC,4,568.65
beleza_saude,2016-10,SP,10,968.8199999999998
brinquedos,2016-10,DF,1,123.2
brinquedos,2016-10,GO,2,215.63
brinquedos,2016-10,MG,4,980.7400000000001
brinquedos,2016-10,PA,1,663.93
brinquedos,2016-10,PB,1,74.74
brinquedos,2016-10,RJ,5,1679.3300000000002
brinquedos,2016-10,RS,2,306.22
brinquedos,2016-10,SP,6,1232.4
market_place,2016-10,GO,1,98.55000000000001
market_place,2016-10,MA,1,3751.2
market_place,2016-10,MG,1,72.6
market_place,2016-10,PR,1,112.52
market_place,2016-10,RJ,1,338.68
market_place,2016-10,SP,2,582.3199999999999
moveis_decoracao,2016-10,CE,1,149.39
moveis_decoracao,2016-10,DF,1,286.8
moveis_decoracao,2016-10,GO,1,74.15
moveis_decoracao,2016-10,MG,7,852.4599999999999
moveis_decoracao,2016-10,MT,1,202.88
moveis_decoracao,2016-10,PA,2,1019.55
moveis_decoracao,2016-10,PE,1,76.51
moveis_decoracao,2016-10,PR,7,2819.15
moveis_decoracao,2016-10,RJ,5,609.9900000000001
moveis_decoracao,2016-10,RN,1,178.11
moveis_decoracao,2016-10,RS,3,397.79
moveis_decoracao,2016-10,SC,2,870.6199999999999
moveis_decoracao,2016-10,SE,1,89.08
moveis_decoracao,2016-10,SP,18,3226.0600000000004
moveis_escritorio,2016-10,ES,1,783.22
moveis_escritorio,2016-10,MA,1,264.08
moveis_escritorio,2016-10,MG,1,159.35
moveis_escritorio,2016-10,SP,3,380.9
perfumaria,2016-10,CE,2,362.89
perfumaria,2016-10,DF,1,55.95
perfumaria,2016-10,GO,2,631.9200000000001
perfumaria,2016-10,MG,3,433.48
perfumaria,2016-10,PE,1,273.77
perfumaria,2016-10,RJ,6,1911.48
perfumaria,2016-10,SC,1,319.09
perfumaria,2016-10,SP,10,2224.7799999999997
pet_shop,2016-10,RJ,1,127.86
pet_shop,2016-10,RS,1,116.16
pet_shop,2016-10,SP,2,531.84
NULL,2016-10,RS,1,77.73
NULL,2016-10,SC,1,76.19
NULL,2016-10,SP,1,73.04
,2016-10,RJ,1,30.42
,2016-10,SP,1,65.5
alimentos,2016-10,SP,1,96.23
audio,2016-10,RJ,1,147.08
audio,2016-10,SP,1,35.95
automotivo,2016-10,AL,1,76.6
automotivo,2016-10,CE,1,594.46
automotivo,2016-10,MG,1,66.03
automotivo,2016-10,MT,1,401.19
automotivo,2016-10,RJ,1,24.52
automotivo,2016-10,RN,1,194.85
automotivo,2016-10,SP,3,394.81
eletronicos,2016-10,SP,1,119.79
esporte_lazer,2016-10,GO,1,65.7
esporte_lazer,2016-10,MA,1,64.83
esporte_lazer,2016-10,MG,1,173.4
esporte_lazer,2016-10,PE,2,995.4
esporte_lazer,2016-10,PR,1,33.42
esporte_lazer,2016-10,RJ,2,527.74
esporte_lazer,2016-10,RS,5,317.43
esporte_lazer,2016-10,SP,4,312.84000000000003
relogios_presentes,2016-10,BA,1,674.33
relogios_presentes,2016-10,DF,1,671.31
relogios_presentes,2016-10,RJ,1,1423.55
relogios_presentes,2016-10,SP,2,698.85
telefonia,2016-10,BA,1,40.79
telefonia,2016-10,MG,2,252.1
telefonia,2016-10,SP,5,197.74
telefonia_fixa,2016-10,RJ,1,20.11
telefonia_fixa,2016-10,SC,1,214.98
telefonia_fixa,2016-10,SP,3,539.36
utilidades_domesticas,2016-10,BA,1,204.38
utilidades_domesticas,2016-10,MA,1,44.74
utilidades_domesticas,2016-10,MG,1,60.52
utilidades_domesticas,2016-10,RJ,1,48.55
utilidades_domesticas,2016-10,RN,1,934.4
utilidades_domesticas,2016-10,SP,4,1443.9299999999998
cool_stuff,2016-10,ES,1,89.16
cool_stuff,2016-10,MG,1,72.02
cool_stuff,2016-10,PA,1,121.01
cool_stuff,2016-10,RJ,2,270.01
cool_stuff,2016-10,RS,1,455.01
cool_stuff,2016-10,SP,1,237.97
informatica_acessorios,2016-10,AL,1,53.3
informatica_acessorios,2016-10,DF,1,51.05
informatica_acessorios,2016-10,MG,4,1223.46
informatica_acessorios,2016-10,PE,1,95.58
informatica_acessorios,2016-10,PR,1,58.41
informatica_acessorios,2016-10,RJ,1,33.519999999999996
informatica_acessorios,2016-10,RN,1,41.18
informatica_acessorios,2016-10,RS,2,233.70000000000002
informatica_acessorios,2016-10,SE,1,176.85
informatica_acessorios,2016-10,SP,5,429.65
livros_interesse_geral,2016-10,PE,1,144.54
livros_tecnicos,2016-10,SP,1,299.84
cama_mesa_banho,2016-10,MG,1,184.87
cama_mesa_banho,2016-10,PR,2,1987.2400000000002
cama_mesa_banho,2016-10,RJ,1,74.59
cama_mesa_banho,2016-10,SP,1,45.01
climatizacao,2016-10,MG,1,319
climatizacao,2016-10,RS,1,802.6
climatizacao,2016-10,SC,1,2707.68
climatizacao,2016-10,SP,2,846.1499999999999
consoles_games,2016-10,CE,1,661.75
consoles_games,2016-10,ES,1,75.33
consoles_games,2016-10,RJ,2,1045.02
consoles_games,2016-10,RS,1,982.41
consoles_games,2016-10,SE,1,79.99
consoles_games,2016-10,SP,4,1244.92
fashion_bolsas_e_acessorios,2016-10,BA,1,75.84
fashion_bolsas_e_acessorios,2016-10,MG,1,105.19
fashion_bolsas_e_acessorios,2016-10,PR,1,163.8
fashion_bolsas_e_acessorios,2016-10,RS,1,45.7
fashion_bolsas_e_acessorios,2016-10,SP,3,194.70999999999998
fashion_calcados,2016-10,SP,1,40.95
fashion_roupa_feminina,2016-10,MG,1,69.63
fashion_roupa_masculina,2016-10,SP,1,35.86
ferramentas_jardim,2016-10,MG,1,419.06
ferramentas_jardim,2016-10,PR,1,156.22
ferramentas_jardim,2016-10,RJ,1,611.56
ferramentas_jardim,2016-10,SP,2,278.35
fraldas_higiene,2016-10,RJ,1,150.99
industria_comercio_e_negocios,2016-10,RS,2,226.34
industria_comercio_e_negocios,2016-10,SP,1,414.44
fashion_bolsas_e_acessorios,2016-12,PR,1,19.62
fashion_bolsas_e_acessorios,2017-01,BA,1,160.42000000000002
fashion_bolsas_e_acessorios,2017-01,CE,1,58.74
fashion_bolsas_e_acessorios,2017-01,DF,1,166.14
fashion_bolsas_e_acessorios,2017-01,MG,3,449.35
fashion_bolsas_e_acessorios,2017-01,MT,1,130.72
fashion_bolsas_e_acessorios,2017-01,PA,1,44.739999999999995
fashion_bolsas_e_acessorios,2017-01,PR,10,244.48000000000002
fashion_bolsas_e_acessorios,2017-01,RJ,3,277.92
fashion_bolsas_e_acessorios,2017-01,RS,1,75.73
fashion_bolsas_e_acessorios,2017-01,SC,2,420.25
fashion_bolsas_e_acessorios,2017-01,SP,6,659.0799999999998
fashion_calcados,2017-01,SP,1,49.01
fashion_roupa_feminina,2017-01,RJ,1,69.45
fashion_roupa_feminina,2017-01,SP,1,33.36
fashion_roupa_masculina,2017-01,PA,1,159.11
fashion_underwear_e_moda_praia,2017-01,DF,1,102.15
fashion_underwear_e_moda_praia,2017-01,RJ,1,69
ferramentas_jardim,2017-01,AL,1,159.94
ferramentas_jardim,2017-01,BA,2,251.86
ferramentas_jardim,2017-01,CE,1,181
ferramentas_jardim,2017-01,GO,1,11745
ferramentas_jardim,2017-01,MG,9,2476.98
ferramentas_jardim,2017-01,MT,1,687.76
ferramentas_jardim,2017-01,PA,1,56.6
ferramentas_jardim,2017-01,PR,2,605.55
ferramentas_jardim,2017-01,RJ,7,1788.56
ferramentas_jardim,2017-01,RS,3,994.3
ferramentas_jardim,2017-01,SC,1,256.79
ferramentas_jardim,2017-01,SP,11,2118.33
relogios_presentes,2017-01,CE,1,305.44
relogios_presentes,2017-01,GO,1,1326.79
relogios_presentes,2017-01,MG,2,348.56
relogios_presentes,2017-01,PA,1,406.14
relogios_presentes,2017-01,PR,1,460.22
relogios_presentes,2017-01,RJ,3,2207.27
relogios_presentes,2017-01,SP,2,3256.4100000000003
seguros_e_servicos,2017-01,RO,1,209.06
telefonia,2017-01,AL,1,588.84
telefonia,2017-01,CE,1,54.9
telefonia,2017-01,DF,1,22.55
telefonia,2017-01,MG,5,483.14000000000004
telefonia,2017-01,MT,1,36.99
telefonia,2017-01,PE,1,59.83
telefonia,2017-01,RJ,2,260.07
telefonia,2017-01,RS,1,59.99
telefonia,2017-01,SC,2,1468.43
telefonia,2017-01,SP,6,952.5200000000001
telefonia_fixa,2017-01,GO,2,302.59
telefonia_fixa,2017-01,MG,1,25.51
telefonia_fixa,2017-01,RJ,2,50.61
telefonia_fixa,2017-01,RS,4,314.90000000000003
telefonia_fixa,2017-01,SP,10,498.94999999999993
utilidades_domesticas,2017-01,BA,1,471.84
utilidades_domesticas,2017-01,GO,2,193.11
utilidades_domesticas,2017-01,MA,1,90.61
utilidades_domesticas,2017-01,MG,1,156
utilidades_domesticas,2017-01,RJ,1,767.64
utilidades_domesticas,2017-01,RS,1,179.83
utilidades_domesticas,2017-01,SC,2,704.0500000000001
utilidades_domesticas,2017-01,SP,12,1954.5400000000002
musica,2017-01,PR,2,37.24
papelaria,2017-01,MG,2,3790.8100000000004
papelaria,2017-01,PR,1,19.62
papelaria,2017-01,SP,4,899.3000000000001
pcs,2017-01,RS,1,2217.99
perfumaria,2017-01,BA,3,605.8399999999999
perfumaria,2017-01,MA,1,336.56
perfumaria,2017-01,MG,4,812.5600000000001
perfumaria,2017-01,RJ,5,1065.3200000000002
perfumaria,2017-01,RO,1,125.09
perfumaria,2017-01,RS,3,726.8299999999999
perfumaria,2017-01,SC,2,747.96
perfumaria,2017-01,SE,1,80.77
perfumaria,2017-01,SP,9,1780.92
pet_shop,2017-01,BA,3,593.72
pet_shop,2017-01,ES,1,123.04
pet_shop,2017-01,MS,1,170.36
pet_shop,2017-01,PR,6,102.72000000000001
pet_shop,2017-01,SP,2,547.04
bebes,2017-01,GO,1,53
bebes,2017-01,MG,6,1928.9900000000002
bebes,2017-01,PE,1,195.44
bebes,2017-01,PI,1,710
bebes,2017-01,PR,4,460.23
bebes,2017-01,RJ,3,457.35
bebes,2017-01,RN,1,182.64
bebes,2017-01,RS,3,2708.05
bebes,2017-01,SC,1,237.99
bebes,2017-01,SP,11,1581.57
beleza_saude,2017-01,BA,4,1653.6399999999999
beleza_saude,2017-01,CE,1,149.9
beleza_saude,2017-01,DF,2,316.87
beleza_saude,2017-01,ES,2,418.07
beleza_saude,2017-01,GO,2,415.96
beleza_saude,2017-01,MG,12,1898.29
beleza_saude,2017-01,MT,1,121.62
beleza_saude,2017-01,PB,1,378.61
beleza_saude,2017-01,PE,1,378.61
beleza_saude,2017-01,PI,2,266.16
beleza_saude,2017-01,PR,5,715.3100000000001
beleza_saude,2017-01,RJ,7,770.49
beleza_saude,2017-01,RN,2,856.99
beleza_saude,2017-01,RS,8,1691.97
beleza_saude,2017-01,SC,1,45.52
beleza_saude,2017-01,SP,30,4033.51
beleza_saude,2017-01,TO,1,374.28
brinquedos,2017-01,BA,3,274.08
brinquedos,2017-01,ES,1,50.95
brinquedos,2017-01,MG,9,1517.4700000000003
brinquedos,2017-01,MT,2,327
brinquedos,2017-01,PA,1,328.35
brinquedos,2017-01,PR,1,17.62
brinquedos,2017-01,RJ,7,681.1200000000001
brinquedos,2017-01,RN,1,157.99
brinquedos,2017-01,RS,1,84.99
brinquedos,2017-01,SP,15,1658.3899999999996
brinquedos,2017-01,TO,1,302.58
market_place,2017-01,PA,1,87.83
market_place,2017-01,SE,1,45.4
market_place,2017-01,SP,4,414.99
moveis_cozinha_area_de_servico_jantar_e_jardim,2017-01,BA,1,128.2
moveis_decoracao,2017-01,AC,1,467.09
moveis_decoracao,2017-01,BA,3,524.06
moveis_decoracao,2017-01,CE,2,176.51
moveis_decoracao,2017-01,DF,2,522.97
moveis_decoracao,2017-01,ES,2,150.14999999999998
moveis_decoracao,2017-01,MA,2,159.14999999999998
moveis_decoracao,2017-01,MG,21,5657.9400000000005
moveis_decoracao,2017-01,PA,1,84.81
moveis_decoracao,2017-01,PB,1,84.52
moveis_decoracao,2017-01,PE,1,169.9
moveis_decoracao,2017-01,PI,1,69.94
moveis_decoracao,2017-01,PR,3,349.54
moveis_decoracao,2017-01,RJ,19,3145.7500000000005
moveis_decoracao,2017-01,RN,1,70.51
moveis_decoracao,2017-01,RS,11,2074.1800000000003
moveis_decoracao,2017-01,SC,4,389.13
moveis_decoracao,2017-01,SP,62,13786.65
moveis_escritorio,2017-01,BA,1,137.6
moveis_escritorio,2017-01,MG,1,278.07
moveis_escritorio,2017-01,RJ,1,224.98
moveis_escritorio,2017-01,RS,1,951.92
moveis_escritorio,2017-01,SP,3,1487.4299999999998
moveis_quarto,2017-01,PR,7,124.34000000000002
moveis_quarto,2017-01,SP,1,24.42
moveis_sala,2017-01,GO,1,259.99
moveis_sala,2017-01,MT,1,234.59
moveis_sala,2017-01,RJ,4,958.13
moveis_sala,2017-01,SP,2,575.9499999999999
eletrodomesticos_2,2017-01,MT,1,236.9
eletrodomesticos_2,2017-01,PR,1,99.96
eletrodomesticos_2,2017-01,RJ,1,227.9
eletrodomesticos_2,2017-01,SC,2,1040.54
eletrodomesticos_2,2017-01,SP,2,713.28
eletronicos,2017-01,PE,1,86.9
eletronicos,2017-01,PR,1,44.02
eletronicos,2017-01,RJ,2,128.01
eletronicos,2017-01,RS,1,55.11
eletronicos,2017-01,SP,6,458.39000000000004
eletroportateis,2017-01,MG,2,616.72
eletroportateis,2017-01,PR,1,117.27
eletroportateis,2017-01,RJ,1,53.46
eletroportateis,2017-01,SP,2,1000.8000000000001
esporte_lazer,2017-01,BA,1,187.49
esporte_lazer,2017-01,DF,4,348.66999999999996
esporte_lazer,2017-01,GO,1,93.84
esporte_lazer,2017-01,MA,1,99.67
esporte_lazer,2017-01,MG,2,1039.15
esporte_lazer,2017-01,MT,2,1095
esporte_lazer,2017-01,PA,1,268.53
esporte_lazer,2017-01,PE,2,833.87
esporte_lazer,2017-01,PI,1,139.69
esporte_lazer,2017-01,PR,4,570.62
esporte_lazer,2017-01,RJ,7,1118.6399999999999
esporte_lazer,2017-01,RS,5,853.16
esporte_lazer,2017-01,SC,5,966.81
esporte_lazer,2017-01,SE,1,167.32
esporte_lazer,2017-01,SP,25,9371.820000000002
,2017-01,GO,1,370.68
,2017-01,MG,1,194
,2017-01,RJ,1,108
,2017-01,RS,1,143.6
,2017-01,SC,2,232.92000000000002
,2017-01,SP,5,996.29
agro_industria_e_comercio,2017-01,PI,1,46.34
agro_industria_e_comercio,2017-01,SP,1,122.84
alimentos,2017-01,SP,2,78.82
automotivo,2017-01,BA,1,114.1
automotivo,2017-01,GO,1,135.3
automotivo,2017-01,MA,1,74.11
automotivo,2017-01,MG,4,1206.79
automotivo,2017-01,PR,6,1433.4499999999998
automotivo,2017-01,RJ,3,293.73
automotivo,2017-01,RS,3,401.95000000000005
automotivo,2017-01,SC,2,274.89
automotivo,2017-01,SP,8,5075.209999999999
cama_mesa_banho,2017-01,AC,2,1190.24
cama_mesa_banho,2017-01,CE,1,96.65
cama_mesa_banho,2017-01,MG,6,600.01
cama_mesa_banho,2017-01,PA,1,145.9
cama_mesa_banho,2017-01,PR,3,255.44000000000003
cama_mesa_banho,2017-01,RJ,9,1148.3200000000002
cama_mesa_banho,2017-01,RS,2,271.05
cama_mesa_banho,2017-01,SC,2,178.54
cama_mesa_banho,2017-01,SE,1,88.29
cama_mesa_banho,2017-01,SP,18,2080.4700000000003
casa_conforto_2,2017-01,SP,2,95.57
climatizacao,2017-01,RJ,1,233.97
climatizacao,2017-01,SP,2,869.8199999999999
consoles_games,2017-01,ES,3,1511.2199999999998
consoles_games,2017-01,MG,4,704.28
consoles_games,2017-01,PA,1,69.45
consoles_games,2017-01,PE,1,240.89
consoles_games,2017-01,PI,1,221.85
consoles_games,2017-01,PR,1,327.9
consoles_games,2017-01,RJ,1,124.84
consoles_games,2017-01,SC,1,239.64
consoles_games,2017-01,SP,8,3332.24
construcao_ferramentas_construcao,2017-01,MG,1,335
cool_stuff,2017-01,CE,1,242.99
cool_stuff,2017-01,DF,2,947.95
cool_stuff,2017-01,ES,1,203.73
cool_stuff,2017-01,GO,3,447.64
cool_stuff,2017-01,MG,5,1365.8
cool_stuff,2017-01,MT,1,476.34
cool_stuff,2017-01,PA,2,2112.63
cool_stuff,2017-01,PE,1,186.49
cool_stuff,2017-01,PR,1,1693.04
cool_stuff,2017-01,RJ,2,564.8900000000001
cool_stuff,2017-01,RO,1,491.36
cool_stuff,2017-01,RS,1,137.67
cool_stuff,2017-01,SC,2,1693.5
cool_stuff,2017-01,SP,9,1690.14
dvds_blu_ray,2017-01,PR,1,95.6
informatica_acessorios,2017-01,BA,1,50.8
informatica_acessorios,2017-01,ES,1,35.42
informatica_acessorios,2017-01,GO,2,768.47
informatica_acessorios,2017-01,MA,1,38
informatica_acessorios,2017-01,MG,3,278.61
informatica_acessorios,2017-01,PR,3,166.66
informatica_acessorios,2017-01,RJ,1,113.86
informatica_acessorios,2017-01,RS,2,2064.7
informatica_acessorios,2017-01,SP,10,2924.8000000000006
instrumentos_musicais,2017-01,SP,1,357.74
livros_interesse_geral,2017-01,SP,2,271.54999999999995
malas_acessorios,2017-01,MG,2,323.78999999999996
malas_acessorios,2017-01,RJ,1,102.69
malas_acessorios,2017-01,SP,1,277.8
informatica_acessorios,2017-02,AC,2,463.84000000000003
informatica_acessorios,2017-02,BA,2,215.97
informatica_acessorios,2017-02,DF,1,3736.22
informatica_acessorios,2017-02,ES,3,961.0800000000002
informatica_acessorios,2017-02,GO,1,348.46
informatica_acessorios,2017-02,MG,15,1044.54
informatica_acessorios,2017-02,MS,1,65.64
informatica_acessorios,2017-02,PA,2,146.84
informatica_acessorios,2017-02,PE,2,683.1400000000001
informatica_acessorios,2017-02,PI,1,41.7
informatica_acessorios,2017-02,PR,4,169.36
informatica_acessorios,2017-02,RJ,13,1816.19
informatica_acessorios,2017-02,RN,1,40.74
informatica_acessorios,2017-02,RO,2,90.99000000000001
informatica_acessorios,2017-02,RR,1,55.87
informatica_acessorios,2017-02,RS,5,363.91999999999996
informatica_acessorios,2017-02,SE,2,89.47999999999999
informatica_acessorios,2017-02,SP,39,5030.890000000002
instrumentos_musicais,2017-02,MG,2,402.4
instrumentos_musicais,2017-02,PA,3,742.72
instrumentos_musicais,2017-02,RJ,1,82.61
instrumentos_musicais,2017-02,SP,2,1622.4399999999998
livros_importados,2017-02,MG,1,114.9
livros_interesse_geral,2017-02,BA,1,142.89
livros_interesse_geral,2017-02,CE,1,145.01
livros_interesse_geral,2017-02,RJ,3,300.68
livros_interesse_geral,2017-02,RS,1,166
livros_interesse_geral,2017-02,SP,2,195.44
livros_tecnicos,2017-02,SP,1,182.4
malas_acessorios,2017-02,BA,1,72.71
malas_acessorios,2017-02,CE,1,76.74
malas_acessorios,2017-02,DF,1,124.43
malas_acessorios,2017-02,MG,3,246.75000000000006
malas_acessorios,2017-02,PE,1,75.73
malas_acessorios,2017-02,PR,2,751.94
malas_acessorios,2017-02,RJ,1,69.04
malas_acessorios,2017-02,RS,4,497.93999999999994
malas_acessorios,2017-02,SP,6,561.3599999999999
eletrodomesticos_2,2017-02,MG,1,30.11
eletronicos,2017-02,BA,1,95.98
eletronicos,2017-02,MA,1,114
eletronicos,2017-02,MG,1,54.42
eletronicos,2017-02,MS,2,159.95999999999998
eletronicos,2017-02,PR,1,75.44
eletronicos,2017-02,RJ,3,1270.01
eletronicos,2017-02,RS,1,184.35
eletronicos,2017-02,SC,1,217.68
eletronicos,2017-02,SP,3,165.97
eletroportateis,2017-02,DF,2,856.9699999999999
eletroportateis,2017-02,MG,1,69.17
eletroportateis,2017-02,PA,1,386.6
eletroportateis,2017-02,PR,2,743.19
eletroportateis,2017-02,RJ,6,1795.3300000000002
eletroportateis,2017-02,RS,3,1136.44
eletroportateis,2017-02,SC,1,32.77
eletroportateis,2017-02,SP,9,3781.8200000000006
esporte_lazer,2017-02,BA,5,544.6
esporte_lazer,2017-02,CE,1,337.42
esporte_lazer,2017-02,DF,3,296.46
esporte_lazer,2017-02,ES,5,994.04
esporte_lazer,2017-02,GO,2,98.02000000000001
esporte_lazer,2017-02,MG,19,3647.46
esporte_lazer,2017-02,MS,2,682.54
esporte_lazer,2017-02,MT,1,55.94
esporte_lazer,2017-02,PA,2,276.45000000000005
esporte_lazer,2017-02,PB,1,134.66
esporte_lazer,2017-02,PE,2,192.41000000000003
esporte_lazer,2017-02,PR,7,825.7699999999999
esporte_lazer,2017-02,RJ,15,2610.5299999999997
esporte_lazer,2017-02,RS,7,796.65
esporte_lazer,2017-02,SC,9,1497.8799999999999
esporte_lazer,2017-02,SE,1,559.62
esporte_lazer,2017-02,SP,54,9081.549999999997
esporte_lazer,2017-02,TO,2,187.75
papelaria,2017-02,AL,1,111.01
papelaria,2017-02,BA,3,640.75
papelaria,2017-02,ES,1,109.72999999999999
papelaria,2017-02,MG,3,197.55
papelaria,2017-02,RJ,4,724.75
papelaria,2017-02,RS,1,110.98
papelaria,2017-02,SP,6,751.26
pcs,2017-02,DF,1,3602.47
perfumaria,2017-02,BA,2,528.16
perfumaria,2017-02,ES,1,81.14
perfumaria,2017-02,MG,8,1811.27
perfumaria,2017-02,PA,1,407.05
perfumaria,2017-02,PB,1,45.74
perfumaria,2017-02,PE,1,151.26
perfumaria,2017-02,PR,5,847.17
perfumaria,2017-02,RJ,10,1862.3700000000001
perfumaria,2017-02,RS,4,716.98
perfumaria,2017-02,SC,3,882.1199999999999
perfumaria,2017-02,SP,12,1880.8199999999997
pet_shop,2017-02,AM,1,135.16
pet_shop,2017-02,MG,6,1418.44
pet_shop,2017-02,MS,1,60.05
pet_shop,2017-02,MT,1,259.06
pet_shop,2017-02,PE,1,120.11
pet_shop,2017-02,PI,1,721.71
pet_shop,2017-02,PR,2,239.61
pet_shop,2017-02,RJ,4,396.64
pet_shop,2017-02,RS,4,325.74
pet_shop,2017-02,SC,5,512.44
pet_shop,2017-02,SE,1,134.77
pet_shop,2017-02,SP,10,947.75
fashion_bolsas_e_acessorios,2017-02,BA,1,55.75
fashion_bolsas_e_acessorios,2017-02,DF,1,176.72
fashion_bolsas_e_acessorios,2017-02,GO,2,211.15
fashion_bolsas_e_acessorios,2017-02,MA,1,80.77
fashion_bolsas_e_acessorios,2017-02,MG,7,820.98
fashion_bolsas_e_acessorios,2017-02,PB,1,74.74
fashion_bolsas_e_acessorios,2017-02,PI,1,93.97
fashion_bolsas_e_acessorios,2017-02,PR,1,216.27
fashion_bolsas_e_acessorios,2017-02,RJ,1,69.04
fashion_bolsas_e_acessorios,2017-02,RS,1,100.91
fashion_bolsas_e_acessorios,2017-02,SC,3,595.35
fashion_bolsas_e_acessorios,2017-02,SP,15,1033.98
fashion_calcados,2017-02,GO,1,222.8
fashion_calcados,2017-02,SP,1,45.97
fashion_roupa_feminina,2017-02,ES,1,131.51
fashion_roupa_feminina,2017-02,MG,2,283.09000000000003
fashion_roupa_feminina,2017-02,SP,1,105.17
fashion_roupa_masculina,2017-02,BA,1,118.03
fashion_roupa_masculina,2017-02,MG,2,146.06
fashion_roupa_masculina,2017-02,RJ,2,210.71
fashion_roupa_masculina,2017-02,SP,2,288.21999999999997
fashion_underwear_e_moda_praia,2017-02,MG,1,66.53
fashion_underwear_e_moda_praia,2017-02,PR,1,39.51
fashion_underwear_e_moda_praia,2017-02,RJ,3,596.44
fashion_underwear_e_moda_praia,2017-02,SP,1,59.73
ferramentas_jardim,2017-02,AM,1,59.35
ferramentas_jardim,2017-02,BA,4,942.0999999999999
ferramentas_jardim,2017-02,MA,1,66.51
ferramentas_jardim,2017-02,MG,6,1817.81
ferramentas_jardim,2017-02,MT,4,1966.3199999999997
ferramentas_jardim,2017-02,PA,1,1094.37
ferramentas_jardim,2017-02,PB,1,491.68
ferramentas_jardim,2017-02,PI,1,1146.2
ferramentas_jardim,2017-02,PR,3,663.79
ferramentas_jardim,2017-02,RJ,6,3891.1299999999997
ferramentas_jardim,2017-02,RS,6,1910.7999999999997
ferramentas_jardim,2017-02,SC,2,158.21
ferramentas_jardim,2017-02,SP,26,3793.7599999999998
industria_comercio_e_negocios,2017-02,SC,1,134.94
relogios_presentes,2017-02,BA,1,361.98
relogios_presentes,2017-02,DF,1,296.35
relogios_presentes,2017-02,ES,2,357.15999999999997
relogios_presentes,2017-02,MG,3,1078.57
relogios_presentes,2017-02,PA,2,1792.1999999999998
relogios_presentes,2017-02,PI,1,49.74
relogios_presentes,2017-02,RJ,4,773.9999999999999
relogios_presentes,2017-02,RS,3,2780.26
relogios_presentes,2017-02,SC,1,335.77
relogios_presentes,2017-02,SP,17,4952.48
tablets_impressao_imagem,2017-02,BA,2,240.28
tablets_impressao_imagem,2017-02,MG,1,113.86
tablets_impressao_imagem,2017-02,PI,2,248.36
tablets_impressao_imagem,2017-02,RJ,2,227.72
tablets_impressao_imagem,2017-02,SP,1,110.3
telefonia,2017-02,AL,2,1042.65
telefonia,2017-02,AM,2,98.59
telefonia,2017-02,BA,3,808.42
telefonia,2017-02,CE,1,62.83
telefonia,2017-02,ES,1,49.04
telefonia,2017-02,GO,6,351.26
telefonia,2017-02,MA,1,161.51
telefonia,2017-02,MG,15,898.8199999999999
telefonia,2017-02,MT,3,198.87
telefonia,2017-02,PA,1,613.96
telefonia,2017-02,PE,3,314.66999999999996
telefonia,2017-02,PR,7,3021.2999999999997
telefonia,2017-02,RJ,12,1400.4499999999998
telefonia,2017-02,RS,8,467.41
telefonia,2017-02,SC,5,314.46
telefonia,2017-02,SE,1,40.39
telefonia,2017-02,SP,27,1611.5
telefonia_fixa,2017-02,AP,1,1620.75
telefonia_fixa,2017-02,ES,1,31.05
telefonia_fixa,2017-02,MG,4,110.54
telefonia_fixa,2017-02,MS,1,49.04
telefonia_fixa,2017-02,PE,1,50.3
telefonia_fixa,2017-02,PR,2,69.93
telefonia_fixa,2017-02,RJ,1,44.01
telefonia_fixa,2017-02,RS,2,172.63
telefonia_fixa,2017-02,SP,4,244.47
telefonia_fixa,2017-02,TO,1,28.77
utilidades_domesticas,2017-02,AM,1,179.3
utilidades_domesticas,2017-02,BA,1,69.9
utilidades_domesticas,2017-02,ES,2,268.39
utilidades_domesticas,2017-02,GO,1,52.68
utilidades_domesticas,2017-02,MA,1,205.71
utilidades_domesticas,2017-02,MG,9,1302.81
utilidades_domesticas,2017-02,MS,1,6929.31
utilidades_domesticas,2017-02,PR,7,1026.7400000000002
utilidades_domesticas,2017-02,RJ,10,1112.38
utilidades_domesticas,2017-02,RN,1,51.74
utilidades_domesticas,2017-02,RO,1,96.65
utilidades_domesticas,2017-02,RS,2,548.8000000000001
utilidades_domesticas,2017-02,SC,1,177.68
utilidades_domesticas,2017-02,SP,28,4412.820000000001
market_place,2017-02,AL,1,50.7
market_place,2017-02,CE,1,87.83
market_place,2017-02,GO,1,27.78
market_place,2017-02,MA,1,51.99
market_place,2017-02,MG,2,185.91000000000003
market_place,2017-02,MT,1,380.75
market_place,2017-02,PE,1,408.44
market_place,2017-02,PR,2,94.52
market_place,2017-02,RS,1,79.04
market_place,2017-02,SC,1,95.72
