"restaurant name",city,"aggregate rating",rating_rnk
"My Bar Headquarters By Dockyard",Gurgaon,3.9,11
"Sandys Cocktails & Kitchen",Gurgaon,3.9,11
"Sense Of Spirits",Gurgaon,3.9,11
"The Old School Brew House",Gurgaon,3.9,11
LeanBodyMeals,Gurgaon,3.9,11
"Tasty Tweets",Gurgaon,3.9,11
Zizo,Gurgaon,3.9,11
"The Punjab Kitchen",Gurgaon,3.9,11
"Fat Monk",Gurgaon,3.9,11
"Flying Tuk Tuk",Gurgaon,3.9,11
FreshMenu,Gurgaon,3.9,11
"Juste Miam",Gurgaon,3.9,11
Wrapchick,Gurgaon,3.9,11
"EEST - The Westin Gurgaon",Gurgaon,3.9,11
"Seasonal Tastes - The Westin Gurgaon",Gurgaon,3.9,11
"A Piece of Paris",Gurgaon,3.9,11
"Terra Mayaa Restaurant and Lounge",Guwahati,3.9,11
"The Grand Trunk Road",Hyderabad,3.9,11
"Mangosteen Cafe",Indore,3.9,11
"Cafe Terazza",Indore,3.9,11
"Just My Bakes",Indore,3.9,11
Blackout,Jaipur,3.9,11
"Meraaki Kitchen",Jaipur,3.9,11
"Decked Up By Garden Cafe",Jaipur,3.9,11
"Gyan Vaishnav",Kanpur,3.9,11
"Mr Brown",Kanpur,3.9,11
UrbanCrave,Kanpur,3.9,11
"Chin Mi",Kanpur,3.9,11
"Waterside - The Landmark Hotel",Kanpur,3.9,11
Nawwarah,Kolkata,3.9,11
"Flame & Grill",Kolkata,3.9,11
"Homeys Cafe",Lucknow,3.9,11
"The Urban Terrace",Lucknow,3.9,11
Basant,Ludhiana,3.9,11
"Pirates Of Grill",Ludhiana,3.9,11
"Barbeque Nation",Ludhiana,3.9,11
"The BrewMaster - The Mix Fine Dine",Ludhiana,3.9,11
"Crave Desserts & Bakes",Mangalore,3.9,11
"Gajalee Sea Food",Mangalore,3.9,11
Spindrift,Mangalore,3.9,11
"The Rolling Pin",Mumbai,3.9,11
"Tea Villa Cafe",Mumbai,3.9,11
"The English Department Bar & Diner",Mumbai,3.9,11
"The Old House",Mysore,3.9,11
"Tapri The Chai Books Cafe",Nagpur,3.9,11
"NESCAF? Illusions",Nagpur,3.9,11
Nineties,Nagpur,3.9,11
"Sadhana Restaurant",Nashik,3.9,11
"Biryani Binge","New Delhi",3.9,11
"City of Joy","New Delhi",3.9,11
"Lemon Drops","New Delhi",3.9,11
"The Sweeet Jar","New Delhi",3.9,11
Taksim,"New Delhi",3.9,11
"Bell Pepperz","New Delhi",3.9,11
"Mystique Melange","New Delhi",3.9,11
"Raju Chat Palace","New Delhi",3.9,11
"Seasonings - The Spice Mysteries","New Delhi",3.9,11
Haldiram's,"New Delhi",3.9,11
Kanwarji's,"New Delhi",3.9,11
"Natraj Dahi Bhalle Wala","New Delhi",3.9,11
"Old Famous Jalebi Wala","New Delhi",3.9,11
"Kuremal Mahavir Prasad Kulfi Wale","New Delhi",3.9,11
"Dogs & Wiches","New Delhi",3.9,11
"Pebble Street","New Delhi",3.9,11
Berco's,"New Delhi",3.9,11
"Caffe Tonino","New Delhi",3.9,11
"Cha Bar","New Delhi",3.9,11
Chaayos,"New Delhi",3.9,11
"Chew - Pan Asian Cafe","New Delhi",3.9,11
"China Garden","New Delhi",3.9,11
"Desi Vibes","New Delhi",3.9,11
"Dunkin' Donuts","New Delhi",3.9,11
FLYP@MTV,"New Delhi",3.9,11
Haldiram's,"New Delhi",3.9,11
"Kinbuck 2","New Delhi",3.9,11
"Lord of the Drinks","New Delhi",3.9,11
"Mother India","New Delhi",3.9,11
"Mughlai Junction","New Delhi",3.9,11
"Teddy Boy","New Delhi",3.9,11
"The Flying Saucer Cafe","New Delhi",3.9,11
"The Junkyard Cafe","New Delhi",3.9,11
"The Rolling Joint","New Delhi",3.9,11
"The Vault Cafe","New Delhi",3.9,11
Veda,"New Delhi",3.9,11
Zaffran,"New Delhi",3.9,11
Zizo,"New Delhi",3.9,11
"28 Capri Italy","New Delhi",3.9,11
Concept,"New Delhi",3.9,11
"Def Col Social","New Delhi",3.9,11
Swagath,"New Delhi",3.9,11
"For God's Cake","New Delhi",3.9,11
"QD's Restaurant","New Delhi",3.9,11
Foodhall,"New Delhi",3.9,11
Chaayos,"New Delhi",3.9,11
Cinnabon,"New Delhi",3.9,11
"Krispy Kreme","New Delhi",3.9,11
Starbucks,"New Delhi",3.9,11
"The Diet Kitchen","New Delhi",3.9,11
"WeDesi Flavours","New Delhi",3.9,11
Dimcha,"New Delhi",3.9,11
Keventers,"New Delhi",3.9,11
"Blooms - Eros Hotel","New Delhi",3.9,11
"Bun Intended","New Delhi",3.9,11
"Cafe Diva","New Delhi",3.9,11
Cocoberry,"New Delhi",3.9,11
"Ding Ding","New Delhi",3.9,11
"Jon's head Grill","New Delhi",3.9,11
Amalfi,"New Delhi",3.9,11
Movenpick,"New Delhi",3.9,11
"Mama's Buoi","New Delhi",3.9,11
"The Vintage Avenue","New Delhi",3.9,11
"Cafe 6","New Delhi",3.9,11
"The Junction","New Delhi",3.9,11
Chaayos,"New Delhi",3.9,11
"Elma's Bakery, Bar, and Kitchen","New Delhi",3.9,11
"Maison Des Desserts","New Delhi",3.9,11
Raasta,"New Delhi",3.9,11
"Chor Bizarre - Hotel Broadway","New Delhi",3.9,11
"Yellow Mirchi - Hotel City Park","New Delhi",3.9,11
"La Piazza - Hyatt Regency","New Delhi",3.9,11
"T.K'S Oriental Grill - Hyatt Regency","New Delhi",3.9,11
"Kerala Hotel","New Delhi",3.9,11
"Aslam Chicken","New Delhi",3.9,11
Instapizza,"New Delhi",3.9,11
"Bunta Bar","New Delhi",3.9,11
Informal,"New Delhi",3.9,11
"Lutyens Cocktail House","New Delhi",3.9,11
"Office Office","New Delhi",3.9,11
"The Masala Trail","New Delhi",3.9,11
Bistro,"New Delhi",3.9,11
"Frozen Pan","New Delhi",3.9,11
"Sethi's The Cake Shop","New Delhi",3.9,11
"Vaishno Chat Bhandar","New Delhi",3.9,11
"Azam's Mughlai","New Delhi",3.9,11
"La Vie","New Delhi",3.9,11
"Mr. Choy","New Delhi",3.9,11
"Side Wok","New Delhi",3.9,11
"Caf刺 Daniel Briand",Bras?lia,3.8,12
Maori,Bras?lia,3.8,12
"House of China Restaurant II",Albany,3.8,12
"The Catch Seafood Room & Oyster Bar",Albany,3.8,12
"Manuel's Bread Cafe",Augusta,3.8,12
Monica's,"Cedar Rapids/Iowa City",3.8,12
Graze,"Cedar Rapids/Iowa City",3.8,12
"B Merrell's",Columbus,3.8,12
"Chili's Grill & Bar",Dalton,3.8,12
"Fuji Japanese Steakhouse",Dalton,3.8,12
"Las Palmas",Dalton,3.8,12
"The Machine Shed Restaurant","Des Moines",3.8,12
"L. May Eatery",Dubuque,3.8,12
"Bourbon Street Grille",Gainesville,3.8,12
"Fish Tales Lakeside Grille",Gainesville,3.8,12
"Smoke House BBQ and Catering",Gainesville,3.8,12
Bodensee,Gainesville,3.8,12
"Blue Bean Love Cafe","Hepburn Springs",3.8,12
"La Trattoria of Lavandula","Hepburn Springs",3.8,12
"Funkey Monkey","Lakes Entrance",3.8,12
Dovetail,Macon,3.8,12
"The Mellow Mushroom",Macon,3.8,12
"Three Anchors","Middleton Beach",3.8,12
"Fifth Street Bagelry",Pocatello,3.8,12
"Goody's Deli",Pocatello,3.8,12
"Taste of India Nepal",Pocatello,3.8,12
"Pirates' House Restaurant",Savannah,3.8,12
"The Crab Shack",Savannah,3.8,12
"Restaurant Andre",Singapore,3.8,12
Jaan,Singapore,3.8,12
Colony,Singapore,3.8,12
Artistry,Singapore,3.8,12
"Da Kao Restaurant","Sioux City",3.8,12
"Hunan Palace","Sioux City",3.8,12
"Jerry's Pizza","Sioux City",3.8,12
"Milwaukee Wiener House","Sioux City",3.8,12
Rebos,"Sioux City",3.8,12
"Beijing Cafe",Valdosta,3.8,12
"Bleu Pub",Valdosta,3.8,12
"Giulios Greek & Italian Restaurant",Valdosta,3.8,12
"Passage 2 India",Valdosta,3.8,12
"Rodeo Mexican Restaurant",Valdosta,3.8,12
"Steel Magnolias",Valdosta,3.8,12
"Hong Kong Chinese Restaurant",Waterloo,3.8,12
Sakura,Waterloo,3.8,12
"Vadakkan Pepper",Sharjah,3.8,12
"Peking Chinese Restaurant",Sharjah,3.8,12
"Sis Burger",Sharjah,3.8,12
"Dawat-e-Nawab - Radisson Blu",Agra,3.8,12
"Bon Barbecue",Agra,3.8,12
"Blue -  Rooftop Cafe Restaurant Bistro",Ahmedabad,3.8,12
"Kabir Restaurant",Ahmedabad,3.8,12
"Brothers Dhaba",Amritsar,3.8,12
"Brothers' Amritsari Dhaba",Amritsar,3.8,12
"Beera Chicken Corner",Amritsar,3.8,12
"Kafe Kulture",Bhopal,3.8,12
"Violet Hour",Bhopal,3.8,12
"The Urban Socialite",Bhopal,3.8,12
Adda,Bhubaneshwar,3.8,12
"Richard's Kitchen & Coffee Bar",Bhubaneshwar,3.8,12
"Cha cTea",Bhubaneshwar,3.8,12
"Pal Dhaba",Chandigarh,3.8,12
Haunted,Chennai,3.8,12
Paradise,Chennai,3.8,12
"Kites Cafe",Coimbatore,3.8,12
"24 Plus Cafe & Restaurant",Coimbatore,3.8,12
"Bird On Tree",Coimbatore,3.8,12
"Tirupati Restaurant",Dehradun,3.8,12
TBistro,Dehradun,3.8,12
Berco's,Faridabad,3.8,12
"Cafe Grub Up",Faridabad,3.8,12
"MD's Kebabs & Curries",Faridabad,3.8,12
"Sethi's Delicacy",Faridabad,3.8,12
"St. Anthony's",Goa,3.8,12
"Fisherman's Cove",Goa,3.8,12
"Asian Bistro",Gurgaon,3.8,12
"Mosaic - Country Inn & Suites",Gurgaon,3.8,12
"Dunkin' Donuts",Gurgaon,3.8,12
"Oh! Calcutta",Gurgaon,3.8,12
Raasta,Gurgaon,3.8,12
"Sutra Gastropub",Gurgaon,3.8,12
"Taco Bell",Gurgaon,3.8,12
Theobroma,Gurgaon,3.8,12
Chaayos,Gurgaon,3.8,12
Nooba,Gurgaon,3.8,12
"Burger Point",Gurgaon,3.8,12
"Chef Style",Gurgaon,3.8,12
Delhicacy,Gurgaon,3.8,12
L'Opera,Gurgaon,3.8,12
"Beyond Breads",Gurgaon,3.8,12
"Captain Grub",Gurgaon,3.8,12
"Sushi Haus",Gurgaon,3.8,12
"Angrezee Choupal",Gurgaon,3.8,12
"Veg Ex",Gurgaon,3.8,12
"Bamboo Boat",Gurgaon,3.8,12
"Lucknow Mail",Gurgaon,3.8,12
"My Country Platter",Gurgaon,3.8,12
"Oh! Fudge",Gurgaon,3.8,12
ChandChini,Gurgaon,3.8,12
"Soul & Spice Co.",Gurgaon,3.8,12
"Mogli's Coffee",Gurgaon,3.8,12
"The Lost Mughal",Gurgaon,3.8,12
"Vapour Bar Exchange",Gurgaon,3.8,12
"Chilli Indiana",Gurgaon,3.8,12
"Kabab Roll Cafe",Gurgaon,3.8,12
Starbucks,Gurgaon,3.8,12
"Gallery Caf刺 - Hyatt Place",Gurgaon,3.8,12
"China Club",Gurgaon,3.8,12
"Coriander Leaf",Gurgaon,3.8,12
"The Grills King",Gurgaon,3.8,12
"Caffe Tonino",Gurgaon,3.8,12
Bikanervala,Gurgaon,3.8,12
"Jungle Jamboree",Gurgaon,3.8,12
bu刺no,Gurgaon,3.8,12
"Dilli 6 On Wheels",Gurgaon,3.8,12
"Midnight Hunger",Gurgaon,3.8,12
"Arabian Nites",Gurgaon,3.8,12
"The Kathis",Gurgaon,3.8,12
"The Godinho's",Gurgaon,3.8,12
"Prego - The Westin Gurgaon",Gurgaon,3.8,12
"Whisky Samba",Gurgaon,3.8,12
Chaayos,Gurgaon,3.8,12
"Latitude - Vivanta By Taj",Gurgaon,3.8,12
"The Fisherman's Wharf",Hyderabad,3.8,12
"Cafe Palette",Indore,3.8,12
"The Creative Kitchen - Radisson Blu Hotel",Indore,3.8,12
"Cafe Yolo",Indore,3.8,12
Tadka,Kanpur,3.8,12
Ifthar,Kochi,3.8,12
Nando's,Ludhiana,3.8,12
"District 6",Ludhiana,3.8,12
"Diesel Cafe",Mangalore,3.8,12
"Liquid Lounge",Mangalore,3.8,12
"Sizzler's Ranch",Mangalore,3.8,12
"Grandmama's Cafe",Mumbai,3.8,12
"Mumbai Vibe",Mumbai,3.8,12
"38 Degree East",Mumbai,3.8,12
"Spring - Radisson Blu Plaza",Mysore,3.8,12
Mezzaluna,Mysore,3.8,12
"Hide Out The Street Cafe",Nagpur,3.8,12
"Mainland China",Nagpur,3.8,12
"Divtya Budhlya Wada Restaurant",Nashik,3.8,12
"Barbeque Nation",Nashik,3.8,12
"Barbeque Ville",Nashik,3.8,12
"Panchwati Rasoi","New Delhi",3.8,12
"Nathu's Pastry Shop","New Delhi",3.8,12
"Amritsari Lassi Wala","New Delhi",3.8,12
"Annapurna Bhandar","New Delhi",3.8,12
"Gole Hatti","New Delhi",3.8,12
"Shiv Misthan Bhandar","New Delhi",3.8,12
"Chocolatiers - The Chocolate Boutique","New Delhi",3.8,12
"Burger King","New Delhi",3.8,12
"Dunkin' Donuts","New Delhi",3.8,12
"Jain Chawal Wale","New Delhi",3.8,12
"Jungle Jamboree","New Delhi",3.8,12
McDonald's,"New Delhi",3.8,12
"Nizam's Kathi Kabab","New Delhi",3.8,12
"Oh My God","New Delhi",3.8,12
"Open House Cafe","New Delhi",3.8,12
"Parikrama - The Revolving Restaurant","New Delhi",3.8,12
Starbucks,"New Delhi",3.8,12
"The Beer Cafe - BIGGIE","New Delhi",3.8,12
"Bhaja Govindam","New Delhi",3.8,12
"Jahangeer Foods","New Delhi",3.8,12
"Angels in my Kitchen","New Delhi",3.8,12
"D?ner Grill","New Delhi",3.8,12
"Hong Kong Express","New Delhi",3.8,12
"Milk Patisserie","New Delhi",3.8,12
"Moets Stone","New Delhi",3.8,12
"Moti Mahal Delux","New Delhi",3.8,12
"Nizam's Kathi Kabab","New Delhi",3.8,12
NYC.PIE,"New Delhi",3.8,12
"The Jugaad Cafe Bar","New Delhi",3.8,12
"SuperHero Cafe","New Delhi",3.8,12
"Wood Box Cafe","New Delhi",3.8,12
"Momo Mia","New Delhi",3.8,12
Cha-Shi,"New Delhi",3.8,12
"4700BC Popcorn","New Delhi",3.8,12
"Dunkin' Donuts","New Delhi",3.8,12
Keventers,"New Delhi",3.8,12
L'Opera,"New Delhi",3.8,12
"The Beer Cafe","New Delhi",3.8,12
"Tsui Wong","New Delhi",3.8,12
"Sona Pure Veg Paradise","New Delhi",3.8,12
Subway,"New Delhi",3.8,12
"Baking Bad","New Delhi",3.8,12
"Bliss Bakery","New Delhi",3.8,12
"Cafe Culture","New Delhi",3.8,12
Elation,"New Delhi",3.8,12
"For the Love of Cake","New Delhi",3.8,12
Londoners,"New Delhi",3.8,12
"Mad Over Donuts","New Delhi",3.8,12
"Side Wok","New Delhi",3.8,12
"Thai House by Kylin","New Delhi",3.8,12
"The Laidback Cafe","New Delhi",3.8,12
Beeryani,"New Delhi",3.8,12
Chaayos,"New Delhi",3.8,12
"China Garden","New Delhi",3.8,12
"Chocolateria San Churro","New Delhi",3.8,12
Culinaire,"New Delhi",3.8,12
"Diva - The Italian Restaurant","New Delhi",3.8,12
"Fig & Maple","New Delhi",3.8,12
"Happy Hakka","New Delhi",3.8,12
"Twisted Tacos","New Delhi",3.8,12
Zai,"New Delhi",3.8,12
"La Seine -The Chocolate Emporium","New Delhi",3.8,12
"Nagaland's Kitchen","New Delhi",3.8,12
"Pasta La Vista","New Delhi",3.8,12
"Central Perk","New Delhi",3.8,12
"Baker's Stop","New Delhi",3.8,12
"Railway Yard","New Delhi",3.8,12
"Dzukou Tribal Kitchen","New Delhi",3.8,12
"Pink Box","New Delhi",3.8,12
Thalaivar,"New Delhi",3.8,12
"Fork You","New Delhi",3.8,12
Maquina,"New Delhi",3.8,12
"Sidewalk - Hyatt Regency","New Delhi",3.8,12
"Maharashtra Sadan","New Delhi",3.8,12
"Fabelle Chocolate Boutique - ITC Maurya","New Delhi",3.8,12
"Al Jawahar","New Delhi",3.8,12
"Kallan Sweets","New Delhi",3.8,12
"The Walled City - Caf刺 & Lounge","New Delhi",3.8,12
"Bemisaal Reloaded","New Delhi",3.8,12
"Bon App刺tit","New Delhi",3.8,12
"Bhogal Chole Bhature Wala","New Delhi",3.8,12
"Fresc Co","New Delhi",3.8,12
McDonald's,"New Delhi",3.8,12
"Mumu Dahlin","New Delhi",3.8,12
"Starvin' Marvin","New Delhi",3.8,12
"Wok On Wheels","New Delhi",3.8,12
"Secular House Canteen","New Delhi",3.8,12
"Pita Pit","New Delhi",3.8,12
"Gopal's 56","New Delhi",3.8,12
Instapizza,"New Delhi",3.8,12
Naivedyam,"New Delhi",3.8,12
"Chaudhary Sweets Corner","New Delhi",3.8,12
Giani's,"New Delhi",3.8,12
"Manohar Bikkaneri","New Delhi",3.8,12
"Sid's Kitchen","New Delhi",3.8,12
"The Midnight Heroes","New Delhi",3.8,12
"Shiv Tikki Wala","New Delhi",3.8,12
"The Barbeque Company","New Delhi",3.8,12
"Glenz Cafe N Bakers","New Delhi",3.8,12
"Standard Burfee","New Delhi",3.8,12
Suruchi,"New Delhi",3.8,12
"Amici Cafe","New Delhi",3.8,12
Chokola,"New Delhi",3.8,12
"Latitude 28","New Delhi",3.8,12
"Public Affair","New Delhi",3.8,12
"The Coffee Bean & Tea Leaf","New Delhi",3.8,12
"Town Hall","New Delhi",3.8,12
"Wok  In The Clouds","New Delhi",3.8,12
"Anand Ji","New Delhi",3.8,12
Haldiram's,"New Delhi",3.8,12
"Moon of Taj","New Delhi",3.8,12
"Udupi Sai Sarover","New Delhi",3.8,12
"Mohit di Hatti","New Delhi",3.8,12
"Play Pizza","New Delhi",3.8,12
"The One - Le Meridien","New Delhi",3.8,12
"Chidambaram's New Madras Hotel","New Delhi",3.8,12
"CJ's Fresh","New Delhi",3.8,12
"M I Food Center","New Delhi",3.8,12
Karim's,"New Delhi",3.8,12
"Casa Asia","New Delhi",3.8,12
"Food For Thought","New Delhi",3.8,12
Gopala,"New Delhi",3.8,12
"The Grill Kitchen","New Delhi",3.8,12
"Pradeep Pav Bhaji","New Delhi",3.8,12
Berco's,"New Delhi",3.8,12
"Munch Nation","New Delhi",3.8,12
"New Arjun Bombay Pav Bhaji","New Delhi",3.8,12
"The Beer Cafe","New Delhi",3.8,12
"C L Corner","New Delhi",3.8,12
"Fusion N Food","New Delhi",3.8,12
"Hot Spot","New Delhi",3.8,12
"Mogambo Khush Hua","New Delhi",3.8,12
"Niti Shake & Ice Cream Hub","New Delhi",3.8,12
"Papa Veg Chinese Food","New Delhi",3.8,12
"Sandwich King","New Delhi",3.8,12
"Themis Barbecue House","New Delhi",3.8,12
Noorjahan,"New Delhi",3.8,12
"Spaghetti Kitchen","New Delhi",3.8,12
"Krishna Di Kulfi","New Delhi",3.8,12
Pindi,"New Delhi",3.8,12
"Veg Gulati","New Delhi",3.8,12
"Biryani Sons & Co.","New Delhi",3.8,12
"Ganesh Restaurant","New Delhi",3.8,12
"Drinks At Stake - Bar Exchange","New Delhi",3.8,12
"Ghungroo Club & Bar - By Gautam Gambhir","New Delhi",3.8,12
"World Art Dining - Brew House","New Delhi",3.8,12
Nukkadwala,"New Delhi",3.8,12
"Lanterns Kitchen & Bar","New Delhi",3.8,12
"Atul Chaat Corner","New Delhi",3.8,12
Bikanervala,"New Delhi",3.8,12
"Cafe Foto Club","New Delhi",3.8,12
"Capital Grill","New Delhi",3.8,12
"High Street Caf刺","New Delhi",3.8,12
"Hungry Heroes","New Delhi",3.8,12
"Marine Drivve - Club & Courtyard","New Delhi",3.8,12
"Mister Gulati Bakers","New Delhi",3.8,12
"Otik Cake Shop","New Delhi",3.8,12
Sufiaana,"New Delhi",3.8,12
"The Junkyard Caf刺","New Delhi",3.8,12
"The Royal Turban","New Delhi",3.8,12
Keventers,"New Delhi",3.8,12
"Nik's Kitchen","New Delhi",3.8,12
"Satvik Rasoi","New Delhi",3.8,12
"Rajinder Xpress","New Delhi",3.8,12
"Jugmug Thela","New Delhi",3.8,12
"The Junkyard Cafe","New Delhi",3.8,12
"Cafe Diva","New Delhi",3.8,12
"Kulcha King","New Delhi",3.8,12
"Cafe Hera Pheri","New Delhi",3.8,12
"Caf作 Befikre","New Delhi",3.8,12
"Fat Lulu's","New Delhi",3.8,12
L'Opera,"New Delhi",3.8,12
"Boom Food","New Delhi",3.8,12
"Le ROFL","New Delhi",3.8,12
Threads,"New Delhi",3.8,12
"Slic Chic","New Delhi",3.8,12
"All Things Yummy","New Delhi",3.8,12
"Cake Palace","New Delhi",3.8,12
"Costa Coffee","New Delhi",3.8,12
TukTuk,"New Delhi",3.8,12
"Mad Over Donuts","New Delhi",3.8,12
"Masala Factory","New Delhi",3.8,12
"Jade - The Claridges","New Delhi",3.8,12
"La Baguette - The Imperial","New Delhi",3.8,12
"Le Cirque - The Leela Palace","New Delhi",3.8,12
"Elan - The Lodhi","New Delhi",3.8,12
"Aqua - The Park","New Delhi",3.8,12
"Emperor's Lounge - The Taj Mahal Hotel","New Delhi",3.8,12
"TabulaBeach Cafe","New Delhi",3.8,12
Keventers,"New Delhi",3.8,12
"Beijing Street","New Delhi",3.8,12
"Bun Intended","New Delhi",3.8,12
"Captain Grub","New Delhi",3.8,12
"Clemency- The Restaurant & Cafe","New Delhi",3.8,12
"Flaming Chilli Pepper","New Delhi",3.8,12
"Nawab Dera","New Delhi",3.8,12
"The Cafe","New Delhi",3.8,12
"Burger Point","New Delhi",3.8,12
"Cafe All-Inn","New Delhi",3.8,12
Cafetorium,"New Delhi",3.8,12
"Lakshmi Coffee House",Noida,3.8,12
"Carl's Jr.",Noida,3.8,12
Keventers,Noida,3.8,12
Zizo,Noida,3.8,12
"The Smoke Factory",Noida,3.8,12
"Turquoise Cottage - TC Original 1997",Noida,3.8,12
"Night Food Service",Noida,3.8,12
"Jungle Jamboree",Noida,3.8,12
"Being Truckers",Noida,3.8,12
"Bikkgane Biryani",Noida,3.8,12
"Desi Vibes",Noida,3.8,12
"Dhaba at Atta",Noida,3.8,12
"Donald's Pastry Shop",Noida,3.8,12
"Doosri Mehfil",Noida,3.8,12
"Fit Bites",Noida,3.8,12
"Metro Dhaba",Noida,3.8,12
Subway,Noida,3.8,12
"Asian Fun",Noida,3.8,12
"The Munchkart Cafe",Noida,3.8,12
"The Fusion Food Stand",Noida,3.8,12
Kuppies,Noida,3.8,12
Culinate,Noida,3.8,12
RollsKing,Noida,3.8,12
"Auroville Bakery",Puducherry,3.8,12
"Tanto Pizzeria",Puducherry,3.8,12
"Cafe Ole",Puducherry,3.8,12
"Bay of Buddha -  The Promenade",Puducherry,3.8,12
"Blueline - The Promenade",Puducherry,3.8,12
"Le Dupleix",Puducherry,3.8,12
"The Indian Kaffe Express",Puducherry,3.8,12
"Level 5 - Terrace Restro & Cafe",Surat,3.8,12
"The Hog Spot",Surat,3.8,12
"Kabir Kitchen",Vadodara,3.8,12
"Kaphi Pibama",Vadodara,3.8,12
"Wok On Fire",Vadodara,3.8,12
"Offside Lounge",Vadodara,3.8,12
"Deena Chat Bhandar",Varanasi,3.8,12
"Double Roti",Vizag,3.8,12
"Bake My Wish",Vizag,3.8,12
"Vista - The Park",Vizag,3.8,12
"The Warehouse Cafe",Birmingham,3.8,12
"Chennai Dosa",Birmingham,3.8,12
"El Cartel",Edinburgh,3.8,12
"10 To 10 In Delhi",Edinburgh,3.8,12
Bentoya,Edinburgh,3.8,12
"Five Guys",London,3.8,12
Aalishan,Doha,3.8,12
Applebee's,Doha,3.8,12
"Punjab Restaurant",Doha,3.8,12
"Active Sushi","Cape Town",3.8,12
Beluga,"Cape Town",3.8,12
"Grand Caf刺 & Beach","Cape Town",3.8,12
"Cafe Shaze",Colombo,3.8,12
"The Bigos",Ankara,3.8,12
"Remo's Maximilliano",Sandton,3.8,12
"Brooklyn Brothers",Pretoria,3.8,12
"CIOCONAT Lounge",Colombo,3.7,13
"Leman K?lt?r",防stanbul,3.7,13
Huqqa,防stanbul,3.7,13
"Casa do Biscoito Mineiro",Bras?lia,3.7,13
Beirute,Bras?lia,3.7,13
"New Koto",Bras?lia,3.7,13
"Harvest Moon",Albany,3.7,13
"Villa Gargano",Albany,3.7,13
"The Grill",Athens,3.7,13
Winifreds,"Cedar Rapids/Iowa City",3.7,13
"Tokyo Sushi",Chatham-Kent,3.7,13
"Ruth Ann's Family Restaurant",Columbus,3.7,13
"Wasabi Sushi and Thai",Columbus,3.7,13
"Thatcher's Barbeque and Grill",Dalton,3.7,13
"Tony's Italian Restaurant & Pizza",Dalton,3.7,13
"Southern Bliss Bakery",Dalton,3.7,13
"Duck City Bistro",Davenport,3.7,13
"Ichiban Hibachi Steakhouse & Sushi Bar",Dubuque,3.7,13
"Watershed Cafe",Dubuque,3.7,13
"Jehova es Mi Pastor Tacos y Burritos",Fernley,3.7,13
"Bespoke Harvest",Forrest,3.7,13
"Beach Box Cafe",Inverloch,3.7,13
"Benson's Steak and Sushi",Macon,3.7,13
"My Fathers Place",Macon,3.7,13
"Sushi Thai Restaurant",Macon,3.7,13
"Carrabba's Italian Grill",Pensacola,3.7,13
"The Tin Cow",Pensacola,3.7,13
"Mad Cowes Cafe","Phillip Island",3.7,13
"Rupes Burgers",Pocatello,3.7,13
"Buddy's Italian Restaurant",Pocatello,3.7,13
"Grecian Key Restaurant",Pocatello,3.7,13
"Portneuf Valley Brewing",Pocatello,3.7,13
"Thai Paradise",Pocatello,3.7,13
"Moon River Brewing Company",Savannah,3.7,13
"Chye Seng Huat Hardware",Singapore,3.7,13
"Archie's Waeside","Sioux City",3.7,13
"Fuji Bay Japanese Restaurant","Sioux City",3.7,13
"Jim's Burgers","Sioux City",3.7,13
"Miles Inn","Sioux City",3.7,13
"Minerva's Food & Cocktails","Sioux City",3.7,13
"Monterrey Mexican Restaurant","Sioux City",3.7,13
"Austins Cattle Co",Valdosta,3.7,13
"Bleu Cafe",Valdosta,3.7,13
"Bubba Jax Crab Shack",Valdosta,3.7,13
"Cheddar's Scratch Kitchen",Valdosta,3.7,13
"El Cazador",Valdosta,3.7,13
"Mom & Dad's Italian Restaurant",Valdosta,3.7,13
"Brown Bottle The Cedar Falls",Waterloo,3.7,13
"HuHot Mongolian Grill",Waterloo,3.7,13
Scratch,Waterloo,3.7,13
"Golden China",Waterloo,3.7,13
"The Screaming Eagle",Waterloo,3.7,13
Applebee's,Dubai,3.7,13
"Pind Balluchi",Agra,3.7,13
"Patang - The Revolving Restaurant",Ahmedabad,3.7,13
"Eat On",Allahabad,3.7,13
"Bade Bhai Ka Brothers' Dhaba",Amritsar,3.7,13
"Bhoj Restaurant",Aurangabad,3.7,13
"Michael's Kitchen",Bhubaneshwar,3.7,13
"Chill Ummm",Bhubaneshwar,3.7,13
"Lal Qila",Bhubaneshwar,3.7,13
"The Night Factory",Chandigarh,3.7,13
Chickenette,Faridabad,3.7,13
Infantaria,Goa,3.7,13
"LPK Waterfront",Goa,3.7,13
"Khyen Chyen",Gurgaon,3.7,13
"The Pint Room",Gurgaon,3.7,13
"Wildfire - Crowne Plaza",Gurgaon,3.7,13
"Amici Cafe",Gurgaon,3.7,13
"Au Bon Pain",Gurgaon,3.7,13
"California Pizza Kitchen",Gurgaon,3.7,13
"Chai Point",Gurgaon,3.7,13
"The People & Co.",Gurgaon,3.7,13
"Chaat Chowk",Gurgaon,3.7,13
Bake-a-boo,Gurgaon,3.7,13
"Deez Biryani & Kebabs",Gurgaon,3.7,13
"Baking Bad",Gurgaon,3.7,13
"56 Ristorante Italiano",Gurgaon,3.7,13
Nashta,Gurgaon,3.7,13
"The Ark",Gurgaon,3.7,13
"Delhi - Kingdom of Dreams",Gurgaon,3.7,13
"Lucknow - Kingdom of Dreams",Gurgaon,3.7,13
