"restaurant name",city,"aggregate rating",rating_rnk
"Madhuvan Chinese Fast Food","New Delhi",2.5,25
"PM 2 AM Food Bank","New Delhi",2.5,25
Alaturka,"New Delhi",2.5,25
Wheelyz,"New Delhi",2.5,25
Nirula's,"New Delhi",2.5,25
Comesum,"New Delhi",2.5,25
"Sameer's Restaurant","New Delhi",2.5,25
"Dawat Khana","New Delhi",2.5,25
"My Bar Square","New Delhi",2.5,25
"Domino's Pizza","New Delhi",2.5,25
"Fluffles - The Fluffy Waffle Co.","New Delhi",2.5,25
"Domino's Pizza","New Delhi",2.5,25
"Incrivel Goa","New Delhi",2.5,25
Grillz,"New Delhi",2.5,25
"Chinese King","New Delhi",2.5,25
"Chicago Pizza","New Delhi",2.5,25
Subway,"New Delhi",2.5,25
"Domino's Pizza","New Delhi",2.5,25
"Madras Cafe","New Delhi",2.5,25
"Wah Ji Wah","New Delhi",2.5,25
"Hira Sweets","New Delhi",2.5,25
"New Kadimi","New Delhi",2.5,25
Singz,"New Delhi",2.5,25
"Pizza Hut Delivery","New Delhi",2.5,25
"Fun Bytes","New Delhi",2.5,25
"Annapurna Restaurant","New Delhi",2.5,25
"Chinese King","New Delhi",2.5,25
"R1 Take Away","New Delhi",2.5,25
"Wah Ji Wah","New Delhi",2.5,25
Omazoni,"New Delhi",2.5,25
"Triangle Restaurant","Mc Millan",2.4,26
"Poets Cafe",Montville,2.4,26
"Pizza Hut",Sharjah,2.4,26
"Mirage Restro Bar",Faridabad,2.4,26
"The Wine Company",Gurgaon,2.4,26
"Domino's Pizza",Gurgaon,2.4,26
"Sugar & Spice - Le Marche",Gurgaon,2.4,26
"New Zaika",Gurgaon,2.4,26
"Domino's Pizza",Gurgaon,2.4,26
"Club Prison",Gurgaon,2.4,26
"Captain Bill$ Deliverz",Gurgaon,2.4,26
"China Hut",Gurgaon,2.4,26
"G Dot",Gurgaon,2.4,26
"Flying Cakes",Gurgaon,2.4,26
"Raj Restaurant",Gurgaon,2.4,26
"Grill King Kabab & Curries",Gurgaon,2.4,26
Kwality,Gurgaon,2.4,26
"Wah Ji Wah",Gurgaon,2.4,26
"Chin Chow",Gurgaon,2.4,26
"Chai Point",Gurgaon,2.4,26
"Curry 'n' Phulka",Gurgaon,2.4,26
"Shree Rathnam","New Delhi",2.4,26
"Chhabra Sweets","New Delhi",2.4,26
RPM,"New Delhi",2.4,26
"Domino's Pizza","New Delhi",2.4,26
Southy,"New Delhi",2.4,26
"Moti Mahal Delux","New Delhi",2.4,26
"Chulha Punjabi Da","New Delhi",2.4,26
Mehfil,"New Delhi",2.4,26
"Sagar Ratna","New Delhi",2.4,26
"Slice of Italy","New Delhi",2.4,26
Subway,"New Delhi",2.4,26
Stabbers,"New Delhi",2.4,26
"Al Bake","New Delhi",2.4,26
"Hot n Hot","New Delhi",2.4,26
"Chutneez Restaurant Lounge & Bar","New Delhi",2.4,26
"Domino's Pizza","New Delhi",2.4,26
"Mangal Sweets","New Delhi",2.4,26
"Sagar Ratna","New Delhi",2.4,26
"Punjabi Rasoi","New Delhi",2.4,26
"Jade Garden","New Delhi",2.4,26
"Momos Hut & Chinese Food","New Delhi",2.4,26
"Yo! China","New Delhi",2.4,26
"Bharat Chicken Inn","New Delhi",2.4,26
"Moti Restaurant","New Delhi",2.4,26
"Cafe Coffee Day","New Delhi",2.4,26
"Food Fantasy","New Delhi",2.4,26
"Just Chinese","New Delhi",2.4,26
"Basil Tree","New Delhi",2.4,26
"Pind Balluchi","New Delhi",2.4,26
"Giri Momos Centre & Chinese Fast Food","New Delhi",2.4,26
Laalwala's,"New Delhi",2.4,26
"The Chinese Hut","New Delhi",2.4,26
"The Kathis","New Delhi",2.4,26
"Ada "e"" Haandi's"","New Delhi",2.4,26
"Aggarwal Sweets India","New Delhi",2.4,26
"Svaruchi Bhoj","New Delhi",2.4,26
"Cafe Coffee Day","New Delhi",2.4,26
"Pandit Ji Ki Apni Rasoi","New Delhi",2.4,26
"Midnight Delight","New Delhi",2.4,26
"Flirty Momo's","New Delhi",2.4,26
"Wah Ji Wah","New Delhi",2.4,26
"Kebab Xpress","New Delhi",2.4,26
"Pizza Hut","New Delhi",2.4,26
"The Golden Dragon","New Delhi",2.4,26
"Chintamani's Namkeen","New Delhi",2.4,26
"Tandoori Junction","New Delhi",2.4,26
"Americana Kitchen and Bar",Noida,2.4,26
Kamboj's,Noida,2.4,26
Subway,Noida,2.4,26
"The Cake Expert's",Noida,2.4,26
"RPM - Zanzi Bar",Noida,2.4,26
"Domino's Pizza",Noida,2.4,26
"Peshawari Delux Restaurant",Noida,2.4,26
"WTF - World's Tastiest Food",Noida,2.4,26
"Public Cafe",Noida,2.4,26
"Domino's Pizza",Noida,2.4,26
"The Caspian",Noida,2.4,26
"The Noodle Box Co.",Noida,2.4,26
"WTF - World's Tastiest Food",Noida,2.4,26
"Grand Eatery",Noida,2.4,26
"Nathu's Sweets",Noida,2.4,26
Subway,Noida,2.4,26
Bikaner's,Noida,2.4,26
"Southern Flavours",Noida,2.4,26
"Domino's Pizza",Noida,2.4,26
"Elite Indian Restaurant",Colombo,2.4,26
"Cafe Coffee Day","New Delhi",2.3,27
"Domino's Pizza","New Delhi",2.3,27
"Food Army","New Delhi",2.3,27
"Anupam Restaurant","New Delhi",2.3,27
Subway,"New Delhi",2.3,27
"Sagar Ratna","New Delhi",2.3,27
"Handi Chhareyan Di","New Delhi",2.3,27
"Zustt Yummy","New Delhi",2.3,27
"Pizza Hut Delivery","New Delhi",2.3,27
"Bats On Delivery","New Delhi",2.3,27
"Dare To Deliver","New Delhi",2.3,27
"Pat 'N' Harry","New Delhi",2.3,27
"34, Chowringhee Lane","New Delhi",2.3,27
"Welcome Food Point","New Delhi",2.3,27
"Chicago Pizza",Noida,2.3,27
"Mr. Sub",Noida,2.3,27
"Pizza Hut Delivery",Noida,2.3,27
"Aggarwal Sweet Shop",Noida,2.3,27
Himalaya,Noida,2.3,27
"Pizza Hut Delivery",Noida,2.3,27
"Domino's Pizza",Noida,2.3,27
Chawla's?,Noida,2.3,27
"Nazeer Foods",Noida,2.3,27
"Night Food Xprs",Noida,2.3,27
"Pizza Hut Delivery",Noida,2.3,27
"Slice of Italy",Noida,2.3,27
"Taste In Box",Noida,2.3,27
"Sagar Ratna",Noida,2.3,27
Subway,Noida,2.3,27
"De Fontein Belgian Beer Cafe",Auckland,2.3,27
Green's,Gurgaon,2.3,27
"Chicago Pizza",Gurgaon,2.3,27
"Viva Hyderabad",Gurgaon,2.3,27
"Viva Hyderabad",Gurgaon,2.3,27
"Domino's Pizza",Gurgaon,2.3,27
"KB's Icecream & Kulfis",Gurgaon,2.3,27
"Habibi Express","New Delhi",2.3,27
"Viva Hyderabad","New Delhi",2.3,27
"Domino's Pizza","New Delhi",2.3,27
"Punjabi Rasoi","New Delhi",2.3,27
"Slice of Italy","New Delhi",2.3,27
"Dilli Darbar","New Delhi",2.3,27
Chawla's?,"New Delhi",2.3,27
"Kerala Cafe","New Delhi",2.3,27
"Punjabi Xpress","New Delhi",2.3,27
"The Cake Factory","New Delhi",2.3,27
"Cafe Coffee Day","New Delhi",2.3,27
"Troll Tavern",Gainesville,2.2,28
KFC,Gurgaon,2.2,28
"Flying Cakes",Gurgaon,2.2,28
"Punjabi Tadka",Gurgaon,2.2,28
"Pizza Hut Delivery",Gurgaon,2.2,28
Chawla's?,Gurgaon,2.2,28
"Chy - Na Express",Gurgaon,2.2,28
"WoW - Vada Pav & More",Gurgaon,2.2,28
"Wah Ji Wah",Gurgaon,2.2,28
KFC,Nagpur,2.2,28
"Delhi Darbar","New Delhi",2.2,28
"Jaiveer Naan & Chaap","New Delhi",2.2,28
Grillz,"New Delhi",2.2,28
"Wah Ji Wah","New Delhi",2.2,28
"Tunday Kababi","New Delhi",2.2,28
"Slice Of Italy","New Delhi",2.2,28
Comesum,"New Delhi",2.2,28
"Bajaj Vaishno Dhaba","New Delhi",2.2,28
"Firangi N More","New Delhi",2.2,28
"Crazy Cow","New Delhi",2.2,28
Wrapss,"New Delhi",2.2,28
"Habibi Express","New Delhi",2.2,28
"Moti Mahal Delux Tandoori Trail","New Delhi",2.2,28
Deltasious,"New Delhi",2.2,28
"Chawla's 2",Noida,2.2,28
Chicane,Noida,2.2,28
"US Pizza",Noida,2.2,28
"Wah Ji Wah","New Delhi",2.1,29
"Nathu's Sweets","New Delhi",2.1,29
Biryaniwala,"New Delhi",2.1,29
Pakwan,"New Delhi",2.1,29
"The Pizza Corner","New Delhi",2.1,29
"Wah Ji Wah","New Delhi",2.1,29
Subway,"New Delhi",2.1,29
"Domino's Pizza",Noida,2.1,29
"Public Cafe",Noida,2.1,29
"Flying Cakes",Noida,2.1,29
"Chawla's 2",Noida,2.1,29
KFC,Faridabad,2.1,29
"Chicken Bytes",Gurgaon,2.1,29
"Suburbia - The Empire",Gurgaon,2.1,29
"The Treat","New Delhi",2.1,29
Aahar,Gurgaon,2,30
"New Baba Da Dhaba","New Delhi",2,30
"Yo! China","New Delhi",2,30
"Wah Ji Wah",Noida,2,30
Chopaal,Noida,2,30
"Club Ice Cube",Noida,2,30
"Moti Mahal Delux Tandoori Trail",Noida,2,30
Subway,"New Delhi",1.9,31
Muffins,"New Delhi",1.9,31
"Pind Balluchi",Ghaziabad,1.8,32
"Sandubas Caf刺",Bras?lia,0,33
"Quiosque Chopp Brahma","Rio de Janeiro",0,33
"Cantinho da Gula","S粒o Paulo",0,33
"Divino Fog粒o","S粒o Paulo",0,33
"Super Grill","S粒o Paulo",0,33
"Frick's Tap",Davenport,0,33
"Los Agaves",Davenport,0,33
"Nosh Mahal",Pocatello,0,33
"Aggarwal Sweet Corner",Faridabad,0,33
"Kashyap Vaishno Dhaba",Faridabad,0,33
"Total Food Court",Faridabad,0,33
"The Chaiwalas",Faridabad,0,33
"Aapki Rasoi",Faridabad,0,33
"Fusion Food Corner",Faridabad,0,33
"Punjabi Rasoi",Faridabad,0,33
"Baskin Robbin",Faridabad,0,33
"Popcorn Fusion",Faridabad,0,33
Subway,Faridabad,0,33
"Jai Jagannath Hotel",Faridabad,0,33
"Maggi Point",Faridabad,0,33
Angaar,Faridabad,0,33
TcozY,Faridabad,0,33
"The Retriever",Faridabad,0,33
"Bangali Sweets & Restaurant",Faridabad,0,33
Silver,Faridabad,0,33
"Chill 'N Grill",Faridabad,0,33
"Punjabi Restaurant",Faridabad,0,33
"Standard Chicken Point",Faridabad,0,33
"The Grillz & Gravy",Faridabad,0,33
"Little Cafe",Faridabad,0,33
Giani's,Faridabad,0,33
Invitation,Faridabad,0,33
"New Dilight",Faridabad,0,33
"City Dhaba",Faridabad,0,33
"Garam Masala",Faridabad,0,33
"Mittal Fast Food",Faridabad,0,33
"Apna Restaurant",Faridabad,0,33
"Chaudhary Chaap & Chinese",Faridabad,0,33
"Chings Chinese",Faridabad,0,33
"Food On Wheels",Faridabad,0,33
"Gulshan Hotel",Faridabad,0,33
"Maa Kali Foods",Faridabad,0,33
"The Street Kitchen",Faridabad,0,33
"United Kitchen",Faridabad,0,33
"Tmos Cafe Corner",Faridabad,0,33
"Anand Dhaba",Faridabad,0,33
"Bikaneri Sweets & Restaurant",Faridabad,0,33
"Delicieux Ice Cream Rolls",Faridabad,0,33
"Flying Tandoor",Faridabad,0,33
"Food Station",Faridabad,0,33
"Grub Hub",Faridabad,0,33
"Punjabi Chulha",Faridabad,0,33
"Purani Dilli Da Swad",Faridabad,0,33
"The BBQ Garden",Faridabad,0,33
"The Chaiwalas",Faridabad,0,33
"Hungry Head",Faridabad,0,33
"Tandoori Hut",Faridabad,0,33
"Tamasha In Tafree",Faridabad,0,33
"Oh My!",Faridabad,0,33
Ahata,Faridabad,0,33
Fritrolla,Faridabad,0,33
KitchenYard,Faridabad,0,33
"Meghansh Bakery",Faridabad,0,33
"Oh My !",Faridabad,0,33
"The Dark Hour - Kitchen",Faridabad,0,33
"Bikaner Misthan Bhandar",Faridabad,0,33
"King's Kitchen",Faridabad,0,33
"Muradabadi Chicken Biryani Corner",Faridabad,0,33
"The Black Kettle",Faridabad,0,33
"Aggarwal Sweets And Caterers",Faridabad,0,33
"Biryani Bot",Faridabad,0,33
"Caf刺 Kitchen",Faridabad,0,33
"Evergreen Sweets & Restaurant",Faridabad,0,33
"Magic Spice Wok",Faridabad,0,33
"Magical Momos",Faridabad,0,33
"Sam's Bake Shop",Faridabad,0,33
"Shri Bikaner Misthan Bhandar",Faridabad,0,33
"Tasty Dhaba Family Restaurant",Faridabad,0,33
"U & I",Faridabad,0,33
"Evergreen Tandoori Night",Faridabad,0,33
Prelibato,Faridabad,0,33
"Aravali Owls",Faridabad,0,33
"Chicken Inn Family Meat Shop",Faridabad,0,33
"Mother's Kitchen",Faridabad,0,33
"Aggarwal's Bikaner Mishthan Bhandar",Faridabad,0,33
"Aravalli Owls",Faridabad,0,33
"Chatny Delight",Faridabad,0,33
"Harmann Restaurant",Faridabad,0,33
"Kulcha King",Faridabad,0,33
"Royal Bakers",Faridabad,0,33
"Touch of Spice",Faridabad,0,33
"Sri Meenakshi South Indian Food",Faridabad,0,33
"Sardar A Pure Meat Shop",Faridabad,0,33
"Pizza Express",Faridabad,0,33
"Bake Your Dreamz",Faridabad,0,33
"Green Chilly Chinese Food",Faridabad,0,33
"Mom's Kitchen",Faridabad,0,33
"The Baking Treats N More",Faridabad,0,33
"Twin Brothers",Faridabad,0,33
"Bikaner Sweets & Bakers",Faridabad,0,33
"Burger Xpress",Faridabad,0,33
"Da Pizza Zone",Faridabad,0,33
"Finger Licious",Faridabad,0,33
"Med E Taste",Faridabad,0,33
"Punjabii Tandoor",Faridabad,0,33
"Shankar Sweets",Faridabad,0,33
"Tasty Bites",Faridabad,0,33
"The Street- Curries & Grills",Faridabad,0,33
"Mitalis Kitchen",Ghaziabad,0,33
"The Big Scoop",Ghaziabad,0,33
"Mx Corn",Gurgaon,0,33
"Achoos Food Corner",Gurgaon,0,33
"Aha Bites",Gurgaon,0,33
"Ancient Spice",Gurgaon,0,33
"Chimney - The Takeaway",Gurgaon,0,33
"Costa Coffee",Gurgaon,0,33
"Good to Go",Gurgaon,0,33
"Gopi Sweets & Caters",Gurgaon,0,33
"Late Night Food",Gurgaon,0,33
"Lavi Foji Dhaba",Gurgaon,0,33
"Narayan Fast Food Home",Gurgaon,0,33
"OMG Kitchenz",Gurgaon,0,33
"OMG Tiffinz",Gurgaon,0,33
"Sardarji Chicken Point",Gurgaon,0,33
"Solty Hotel",Gurgaon,0,33
"Tanishk Gourmet Indian",Gurgaon,0,33
"The Burger Chef",Gurgaon,0,33
"Courtyard Grill - Courtyard by Marriott",Gurgaon,0,33
"Baskin Robbins",Gurgaon,0,33
Eggzellent,Gurgaon,0,33
"High On Tea",Gurgaon,0,33
"Sona Bridge Hotel",Gurgaon,0,33
"Yo! Dimsum",Gurgaon,0,33
"Ashoka Snacks Corner",Gurgaon,0,33
Chefoncalls,Gurgaon,0,33
"Corp Kitchen",Gurgaon,0,33
"Good Food",Gurgaon,0,33
"Mahek By Greenz",Gurgaon,0,33
"Pao King",Gurgaon,0,33
"Prabhat Fast Food Corner",Gurgaon,0,33
"Shama Chicken Corner",Gurgaon,0,33
"Unique Food Hut",Gurgaon,0,33
"Illusion The Lounge Bar - Hotel Clark Inn Gurgaon",Gurgaon,0,33
"Call For Cuisine - Hotel Grenville",Gurgaon,0,33
"Coffee to Cocktail Bar - Hyatt Place",Gurgaon,0,33
"Bal Ji Rasoi",Gurgaon,0,33
"Dakshin Bistro",Gurgaon,0,33
"Metro Dhaba",Gurgaon,0,33
"Sukhman Food City",Gurgaon,0,33
"The Burger Hub",Gurgaon,0,33
"Anisha Restaurant",Gurgaon,0,33
"Annapoorna Foods",Gurgaon,0,33
"Bakelicious 18",Gurgaon,0,33
"Bansiwala Bakery",Gurgaon,0,33
"Bansiwala Rasoi",Gurgaon,0,33
"Bansiwala Sweets",Gurgaon,0,33
"Best Pizza Hut",Gurgaon,0,33
"Bikaner Sweets & Restaurant",Gurgaon,0,33
"Chaska Food Corner",Gurgaon,0,33
Chulha,Gurgaon,0,33
"Dev Restaurant",Gurgaon,0,33
Dietpoint,Gurgaon,0,33
"Gautam Bakery",Gurgaon,0,33
"Honey Hot & Spicy",Gurgaon,0,33
"Hot & Spicy",Gurgaon,0,33
"Hot Fork",Gurgaon,0,33
"Icon Foods",Gurgaon,0,33
"Indochi Cafe & Restaurant",Gurgaon,0,33
"Love to Wish",Gurgaon,0,33
"M Cr作me",Gurgaon,0,33
"Mamta Tiffin Service",Gurgaon,0,33
"Panther Restaurant",Gurgaon,0,33
"Pizza King",Gurgaon,0,33
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,0,33
"RD's Authentic Aroma",Gurgaon,0,33
Savour,Gurgaon,0,33
"Sheetla Dhaba",Gurgaon,0,33
"Shree Bikaner Mishthan Bhandar",Gurgaon,0,33
"Shree Shyam Bhojnalaya",Gurgaon,0,33
"Shristi Happy Eats",Gurgaon,0,33
"Singh Terrace Grill",Gurgaon,0,33
"Swami Vaishno Dhaba",Gurgaon,0,33
"Wah Ji Wah",Gurgaon,0,33
"Indian Food Cafe",Gurgaon,0,33
"Grill & Cafe",Gurgaon,0,33
"Gurgaon Mughlai Chicken",Gurgaon,0,33
"Mughal Chicken Corner",Gurgaon,0,33
"Oven Aroma",Gurgaon,0,33
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,0,33
"Special No.1 Biryani Corner",Gurgaon,0,33
"Sun Sweets Restaurant",Gurgaon,0,33
ANTIDOTE,Gurgaon,0,33
"Bablu Fast Food",Gurgaon,0,33
"Bikaner Sweets Snacks & Restaurant",Gurgaon,0,33
"Bikaner Sweets",Gurgaon,0,33
"Biryani & Rolls",Gurgaon,0,33
"Cafe Coffee Day",Gurgaon,0,33
"Chefy's Kitchen",Gurgaon,0,33
"Delight Express",Gurgaon,0,33
"Dilli Rasoi",Gurgaon,0,33
"Dujal Cafe",Gurgaon,0,33
"Full Dabba",Gurgaon,0,33
"HSI Food World",Gurgaon,0,33
"Krishna Restaurant",Gurgaon,0,33
"Lajawaab House Cafe",Gurgaon,0,33
"Luncheon Box",Gurgaon,0,33
"Modern Sweets",Gurgaon,0,33
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,0,33
"Raju Vaishno Amritsari Dhaba",Gurgaon,0,33
"Rustic Flavours",Gurgaon,0,33
"VK Food Court",Gurgaon,0,33
Fruitpro,Gurgaon,0,33
"Konetto Pizza",Gurgaon,0,33
Tpot,Gurgaon,0,33
"Burger Xpress",Gurgaon,0,33
"Divine Bites",Gurgaon,0,33
Interaxis,Gurgaon,0,33
"Kwality wall's swirl's",Gurgaon,0,33
"Milan Apna Dhaba",Gurgaon,0,33
"R S Foods",Gurgaon,0,33
"Ronny Flavours",Gurgaon,0,33
"Shahi  Chicken Corner",Gurgaon,0,33
"Firangi Bake",Gurgaon,0,33
Indochi,Gurgaon,0,33
"Kettle & Kegs",Gurgaon,0,33
"The Food Garage",Gurgaon,0,33
"Bite N Sip",Gurgaon,0,33
"Burger Joint",Gurgaon,0,33
"Dilli Light",Gurgaon,0,33
"Love Desserts",Gurgaon,0,33
"Afghan Indian",Gurgaon,0,33
"Al Fanoos",Gurgaon,0,33
"Alwar Sweets & Namkeen",Gurgaon,0,33
"Baskin Robbins",Gurgaon,0,33
"Bisht Food Court",Gurgaon,0,33
"Burj Al Arab",Gurgaon,0,33
"Chinese Chilli Sizllers",Gurgaon,0,33
"Costa Coffee",Gurgaon,0,33
"Costa Coffee",Gurgaon,0,33
"Desi Bites",Gurgaon,0,33
"Fresh Food",Gurgaon,0,33
"Kwality Restaurant",Gurgaon,0,33
"Kwality Wall's Swirl's",Gurgaon,0,33
"Nehra's Food Point",Gurgaon,0,33
"Orange Food Cart",Gurgaon,0,33
"Royal Sweets",Gurgaon,0,33
"Shree Annapurna",Gurgaon,0,33
"Underground Restaurant",Gurgaon,0,33
"Apna Dabba",Gurgaon,0,33
"BiBo's Kitchen",Gurgaon,0,33
"Burger Point",Gurgaon,0,33
"Cherry Crossing Foods",Gurgaon,0,33
"Chinese Fast Food",Gurgaon,0,33
"Chinese Food",Gurgaon,0,33
"Chop Shop",Gurgaon,0,33
Dhara,Gurgaon,0,33
"Foody Goody",Gurgaon,0,33
"Kehar Sweets And Snacks",Gurgaon,0,33
"Muskan Chicken Biryani",Gurgaon,0,33
"Shakes Cakes 'n' More",Gurgaon,0,33
"Shri Sai Kirpa Food",Gurgaon,0,33
"Sufiya Hotel",Gurgaon,0,33
"The Breakfast Bite",Gurgaon,0,33
"Veg Hut",Gurgaon,0,33
"The Pack King",Gurgaon,0,33
"Bikaner Misthan Bhandar",Gurgaon,0,33
"Apni Rasoi",Gurgaon,0,33
"Bala Ji Sweets Corner",Gurgaon,0,33
Barista,Gurgaon,0,33
"Biryani Express",Gurgaon,0,33
"Cafe #22hours",Gurgaon,0,33
"Cake Innovation",Gurgaon,0,33
Chawla's?,Gurgaon,0,33
"China Gathering",Gurgaon,0,33
"Chinese Hot Express",Gurgaon,0,33
Cookingo,Gurgaon,0,33
Firefly,Gurgaon,0,33
"Foodie Xpress",Gurgaon,0,33
"Go! Dimsum",Gurgaon,0,33
"Kanha North & South Indian Veg.",Gurgaon,0,33
"Kings Kulfi",Gurgaon,0,33
"Lassi Cafe",Gurgaon,0,33
"Marwadi Khana",Gurgaon,0,33
Nukkadwala,Gurgaon,0,33
"Ravi Fast Food",Gurgaon,0,33
"Shivalik Tiffin Corner",Gurgaon,0,33
"Street Food By Punjab Grills",Gurgaon,0,33
"Sweet Ginger Bakery",Gurgaon,0,33
"The Rolling Stove",Gurgaon,0,33
"Vijeta's Happy Kitchen",Gurgaon,0,33
"Bake Cuddle",Gurgaon,0,33
"Delicious Food Corner",Gurgaon,0,33
"Firangi Bake",Gurgaon,0,33
"Kettle & Kegs",Gurgaon,0,33
"The Daily",Gurgaon,0,33
Boozer's,Gurgaon,0,33
Cheffy's,Gurgaon,0,33
"AK Your Food",Gurgaon,0,33
Freshnfit.in,Gurgaon,0,33
"Shri Ram Bhojnalaya",Gurgaon,0,33
"Special O-cake-sions",Gurgaon,0,33
"Tasteful Biryani",Gurgaon,0,33
"Kujay's Spoon",Gurgaon,0,33
"Lily Food's",Gurgaon,0,33
"Mutton Mewar",Gurgaon,0,33
"Tasty But Healthy",Gurgaon,0,33
"Teddy Choco Studio",Gurgaon,0,33
"Adventure Food",Gurgaon,0,33
"Baba Da Dhaba",Gurgaon,0,33
"Bandhani Fast Food",Gurgaon,0,33
"Bhai Ji Dhaba",Gurgaon,0,33
"Bikaner Sweets",Gurgaon,0,33
"Cafe Coffee Day",Gurgaon,0,33
"Cake 24x7",Gurgaon,0,33
Chaayos,Gurgaon,0,33
"Chauhan Hotel",Gurgaon,0,33
"Costa Coffee",Gurgaon,0,33
"Dheeraj Vaishno Dhaba",Gurgaon,0,33
"Domino's Pizza",Gurgaon,0,33
"Food Ka Adda",Gurgaon,0,33
iKitchen,Gurgaon,0,33
"Knights Kitchen",Gurgaon,0,33
Ku-Kukdu-Ku,Gurgaon,0,33
"Mogambo Kitchen",Gurgaon,0,33
Noore-e-Seva,Gurgaon,0,33
"Premier Bite",Gurgaon,0,33
"Renu Sweets & Restaurant",Gurgaon,0,33
"Street Foods by Punjab Grill",Gurgaon,0,33
Tpot,Gurgaon,0,33
"Uttrakhand Bohra Bhojnalaya & Fast Food",Gurgaon,0,33
"Uttrakhand Dhaba",Gurgaon,0,33
"Department of Food and Social Affair",Gurgaon,0,33
Tpot,Gurgaon,0,33
"Creamy Innovation",Gurgaon,0,33
"Dosa Republic",Gurgaon,0,33
Giani's,Gurgaon,0,33
"Aggarwal Sweets & Restaurant",Gurgaon,0,33
"Chaudhary Burfi Wala",Gurgaon,0,33
"Food Cloud","New Delhi",0,33
"365 Naturals","New Delhi",0,33
Tpot,"New Delhi",0,33
#InstaFreeze,"New Delhi",0,33
"Aahar Meat and Chicken Shop","New Delhi",0,33
"Food Cafe","New Delhi",0,33
"Lazeez Restaurant","New Delhi",0,33
"Lemon Chick","New Delhi",0,33
"Punjabi Chaap Corner","New Delhi",0,33
"Purani Dilli Foods","New Delhi",0,33
"Tandoori Kebab","New Delhi",0,33
"Amar Bakery","New Delhi",0,33
"Cafe Brewbug","New Delhi",0,33
"Chilll House Kafe","New Delhi",0,33
"Cookie Shookie","New Delhi",0,33
"Fabulous Cake","New Delhi",0,33
"Jai Maa Shaarde Samose Wala","New Delhi",0,33
"Madaan Confectionery","New Delhi",0,33
"Magic Masala","New Delhi",0,33
"Sikka Chinese Fast Food","New Delhi",0,33
"Teedo's Cake Inn","New Delhi",0,33
"Thalaiva Cafe","New Delhi",0,33
"The Cake Affairs","New Delhi",0,33
"Tulsi Ram Chinese Hut","New Delhi",0,33
"V. K. Pasta","New Delhi",0,33
"Xpert Bakers","New Delhi",0,33
"FFC Restaurant","New Delhi",0,33
"6 Pack Momos","New Delhi",0,33
"Al Noor Foods","New Delhi",0,33
"Avon Kitchen","New Delhi",0,33
"Bhasad Cafe","New Delhi",0,33
"Bikaner Kesarvala","New Delhi",0,33
"De Bone Chicken","New Delhi",0,33
"Indian Fresh Meat Shop","New Delhi",0,33
"JD's Food Court","New Delhi",0,33
Keventers,"New Delhi",0,33
"Malhotra Bakery","New Delhi",0,33
"Matthi Wala","New Delhi",0,33
"Nirula's Ice Cream","New Delhi",0,33
"Punjabi Chaap Corner","New Delhi",0,33
"Puran Dhaba","New Delhi",0,33
"Rama Desi Ghee Meat Wala","New Delhi",0,33
"VadaPav 'n' Frankie","New Delhi",0,33
"Balaji Dhaba","New Delhi",0,33
"Bhagat Ji","New Delhi",0,33
"Hangout Kathi Rolls","New Delhi",0,33
"Makers & Bakers","New Delhi",0,33
"Coffee Shop - Centaur Hotel","New Delhi",0,33
"Arunachal Bhawan","New Delhi",0,33
"Hotel New Tamil Nadu","New Delhi",0,33
"Milan Food","New Delhi",0,33
"Playboy Club","New Delhi",0,33
"Annapurna Chaat & Sweets","New Delhi",0,33
"Delhi-6 The Chicken Planet","New Delhi",0,33
"Dessi Food","New Delhi",0,33
"Foody Dragon","New Delhi",0,33
"Grover Eating Point","New Delhi",0,33
"Hotel 121 Shakahari","New Delhi",0,33
"Lala Chaap Corner","New Delhi",0,33
"Meghraj & Sons","New Delhi",0,33
"Old Kheer Shop","New Delhi",0,33
"Punjabi Chicken","New Delhi",0,33
"Ratan Singh","New Delhi",0,33
"Shri Bhujia Bhandar","New Delhi",0,33
"Baba Chicken Ludhiana Wale","New Delhi",0,33
"Bengal Snacks","New Delhi",0,33
"Brownies & More","New Delhi",0,33
"Cafe Coffee Day","New Delhi",0,33
"Craving Cure","New Delhi",0,33
Cuisine,"New Delhi",0,33
"Food Nation","New Delhi",0,33
"Kamala Fast Food & Chinese","New Delhi",0,33
"Lokenath Sweets","New Delhi",0,33
"Me and My Cake","New Delhi",0,33
"Hind Bakery & Chinese Fast Food","New Delhi",0,33
"Hot Pot","New Delhi",0,33
"Punjabi Flavour","New Delhi",0,33
"Saras Fast Food Feast","New Delhi",0,33
"Shama Chicken Corner","New Delhi",0,33
"The Night Owl","New Delhi",0,33
"Wimpy Sweets And Confectioners","New Delhi",0,33
"Kebab Gallery","New Delhi",0,33
"Kettle & Kegs","New Delhi",0,33
"Ovenstory Pizza","New Delhi",0,33
"Shree Hari Vaishnav Dhaba","New Delhi",0,33
"Anupam Jalpan","New Delhi",0,33
"Aunty's Kitchen","New Delhi",0,33
"Cafe Coffee Day","New Delhi",0,33
"Delhi 6 Foods","New Delhi",0,33
"Fry Centre","New Delhi",0,33
"Hilal Hotel Nihari","New Delhi",0,33
"Iqbal's Mughal Cuisine","New Delhi",0,33
