"restaurant name",city,"average cost for two",cost_rnk
"Sugar & Spice - Le Marche","New Delhi",800,1822
"Cravings By Arshi Dhupia","New Delhi",800,1823
"t Lounge by Dilmah","New Delhi",800,1824
"Delhi 15","New Delhi",800,1825
"Pizza Hut Delivery","New Delhi",800,1826
"Supa's Restaurant","New Delhi",800,1827
"Yo! China","New Delhi",800,1828
"Shree Rathnam","New Delhi",800,1829
"The Chaupal Bar And Restaurant","New Delhi",800,1830
"Relax Restaurant","New Delhi",800,1831
"Pizza Hut Delivery","New Delhi",800,1832
"Sushiya Express","New Delhi",800,1833
"Bharat Chicken Inn","New Delhi",800,1834
"QD's Restaurant","New Delhi",800,1835
"Moti Mahal Delux","New Delhi",800,1836
"DCK- Dana Choga's Kitchen","New Delhi",800,1837
"Divya's Rimpy Restaurant","New Delhi",800,1838
Karim's,"New Delhi",800,1839
"Pepper Corn Express","New Delhi",800,1840
"Pizza Hut Delivery","New Delhi",800,1841
Shaolin,"New Delhi",800,1842
"The Delhi Heights","New Delhi",800,1843
Farratta,"New Delhi",800,1844
"The Salad Bowl","New Delhi",800,1845
"Salad Days","New Delhi",800,1846
"Grand Plaza","New Delhi",800,1847
"The Dragon Hucks","New Delhi",800,1848
"Chicago Pizza","New Delhi",800,1849
"QD's Restaurant","New Delhi",800,1850
"Pind Balluchi","New Delhi",800,1851
"Pizza Hut Delivery","New Delhi",800,1852
"Shree Rathnam","New Delhi",800,1853
"Asian Curry","New Delhi",800,1854
"Moti Mahal Delux","New Delhi",800,1855
"Zooby's Kitchen","New Delhi",800,1856
Hwealthcafe,"New Delhi",800,1857
"Pizza Hut Delivery","New Delhi",800,1858
"Sushiya Express","New Delhi",800,1859
Karim's,"New Delhi",800,1860
"Chicago Pizza","New Delhi",800,1861
"Shanghai Moon","New Delhi",800,1862
"Green Chilli","New Delhi",800,1863
"Malhotra Restaurant","New Delhi",800,1864
"Mikky Restaurant","New Delhi",800,1865
"Pizza Hut Delivery","New Delhi",800,1866
"Sethi Restaurant","New Delhi",800,1867
"Pizza Break","New Delhi",800,1868
"Pizza Hut Delivery","New Delhi",800,1869
"Shree Rathnam","New Delhi",800,1870
Barkat,"New Delhi",800,1871
Chawla's,"New Delhi",800,1872
"Cilantro Woodapple","New Delhi",800,1873
"Shree Rathnam","New Delhi",800,1874
"Amuse Lounge","New Delhi",800,1875
"Chez Papillons by Bonjour Chocolates","New Delhi",800,1876
"Curries N More","New Delhi",800,1877
"Dimsum Vs Sushi","New Delhi",800,1878
"Shree Rathnam","New Delhi",800,1879
"The Night Shift","New Delhi",800,1880
"Alkakori Alkauser","New Delhi",800,1881
"Barbeque Creation By Kadhai Tadka","New Delhi",800,1882
"Piyu Kitchen","New Delhi",800,1883
"Chawlas 2","New Delhi",800,1884
"New Kadimi","New Delhi",800,1885
"Hungry Heroes","New Delhi",800,1886
"Pind Balluchi","New Delhi",800,1887
"Ghar Bistro Cafe","New Delhi",800,1888
"Midnight Hunger Hub","New Delhi",800,1889
"Punjabi Rasoi","New Delhi",800,1890
"Moti Mahal Delux","New Delhi",800,1891
"Desi Zaika","New Delhi",800,1892
"Moti Mahal Delux - Tandooori Trail","New Delhi",800,1893
"Rajinder Xpress","New Delhi",800,1894
"Napoli Pizza","New Delhi",800,1895
"Rajinder Da Dhaba","New Delhi",800,1896
"Chawla Chik Inn","New Delhi",800,1897
"New Red Onion","New Delhi",800,1898
"NCR Cafe ","New Delhi",800,1899
"The Kahuna","New Delhi",800,1900
"#OFF Campus","New Delhi",800,1901
"China Bowl","New Delhi",800,1902
FrenZone,"New Delhi",800,1903
Madira,"New Delhi",800,1904
"Sushiya Express","New Delhi",800,1905
"The Food Truck Cafe","New Delhi",800,1906
"The Punter House","New Delhi",800,1907
"Pizza Hut Delivery","New Delhi",800,1908
"Eat Golf Repeat","New Delhi",800,1909
Miam,"New Delhi",800,1910
"The Coffee Garage","New Delhi",800,1911
"Old Town Cafe","New Delhi",800,1912
"Kitchen of Awadh","New Delhi",800,1913
ODT,"New Delhi",800,1914
"DomDom Biryani","New Delhi",800,1915
"The Society Cafe","New Delhi",800,1916
"Pizza Hut Delivery","New Delhi",800,1917
"Celebration Family Restaurant","New Delhi",800,1918
"English Tadka","New Delhi",800,1919
"Shree Rathnam","New Delhi",800,1920
"Khana Khazana","New Delhi",800,1921
"Hong Kong Express","New Delhi",800,1922
Majeed's,"New Delhi",800,1923
Cookfresh,"New Delhi",800,1924
"DCK- Dana Choga's Kitchen","New Delhi",800,1925
"366 Junction","New Delhi",800,1926
"Taxi Bar & Cafe","New Delhi",800,1927
"The Little Diner","New Delhi",800,1928
"Mad Monkey","New Delhi",800,1929
Shagun,"New Delhi",800,1930
"Phonebooth Caf刺","New Delhi",800,1931
"Spinns Resto-Bar","New Delhi",800,1932
"Food Express","New Delhi",800,1933
"Pizza Hut Delivery","New Delhi",800,1934
"Zareen's Dastarkhwan","New Delhi",800,1935
"Knights Chaska",Noida,800,1936
"Grand Heritage Resort",Noida,800,1937
"Get Set Go",Noida,800,1938
"Punjabi Pakwaan",Noida,800,1939
They?잫ン,Noida,800,1940
"Your Spicy Kitchen",Noida,800,1941
Kamboj's,Noida,800,1942
"Pizza Hut Delivery",Noida,800,1943
"The Saffron Boutique",Noida,800,1944
"Shree Rathnam",Noida,800,1945
"Bikkgane Biryani",Noida,800,1946
"Fit Bites",Noida,800,1947
"Paddy's Cafe",Noida,800,1948
"Pizza Hut Delivery",Noida,800,1949
"Elixir Health Caf刺",Noida,800,1950
Kamboj's,Noida,800,1951
"Fit Bites",Noida,800,1952
Sethi's,Noida,800,1953
"WTF - World's Tastiest Food",Noida,800,1954
"Club 44",Noida,800,1955
"DCK- Dana Choga's Kitchen",Noida,800,1956
"Lahori Restaurant",Noida,800,1957
Chawla's?,Noida,800,1958
"Pizza Hut Delivery",Noida,800,1959
"WTF - World's Tastiest Food",Noida,800,1960
"Second Home",Noida,800,1961
"Bebbe Da Degh",Noida,800,1962
"Kaka Ji Restaurant",Noida,800,1963
Rasoi99,Noida,800,1964
"The Square Meal",Noida,800,1965
"Melting Flavours",Noida,800,1966
"Zooby's Kitchen",Noida,800,1967
"Royal King",Noida,800,1968
"Punjabi Pakwaan",Noida,800,1969
"The Bakery Mart",Noida,800,1970
"Punjabi Dhaba 61",Noida,800,1971
"Pind Balluchi",Noida,800,1972
"Shree Rathnam",Noida,800,1973
Angeethi,Patna,800,1974
#Dilliwaala6,Puducherry,800,1975
"Cafe des Arts",Puducherry,800,1976
"Tales & Spirits",Pune,800,1977
"Coffee Cup",Secunderabad,800,1978
"Wok On Fire",Surat,800,1979
"World Platter",Surat,800,1980
"Golden Dragon",Surat,800,1981
"Wok On Fire",Surat,800,1982
"Pizza Hut",Surat,800,1983
"The Hog Spot",Surat,800,1984
"Wok On Fire",Vadodara,800,1985
"Offside Lounge",Vadodara,800,1986
"El Amigos Kitchen",Vadodara,800,1987
"The Yellow Chilli",Vadodara,800,1988
"Chrystal Bowl Restaurant",Varanasi,800,1989
"Chic Fish","New Delhi",750,1990
Chawla's?,"New Delhi",750,1991
Ingredients,"New Delhi",750,1992
"Enigma Lounge","New Delhi",750,1993
"Yo Wok","New Delhi",750,1994
"Cafe Coffee Day - The Lounge","New Delhi",750,1995
"Puran Chand","New Delhi",750,1996
"Tikka Junction","New Delhi",750,1997
"Bake Me A Cake","New Delhi",750,1998
"Ada "e"" Haandi's"","New Delhi",750,1999
"Flavours of Punjab","New Delhi",750,2000
"Mama's Chinese Kitchen","New Delhi",750,2001
"HotMess Bakes","New Delhi",750,2002
"Bablu Chic-Inn","New Delhi",750,2003
"Paramjeet Machi Wala","New Delhi",750,2004
"The Tandoor","New Delhi",750,2005
"Cafe Coffee Day - The Lounge","New Delhi",750,2006
"All About Food","New Delhi",750,2007
"Facebook Fast Food","New Delhi",750,2008
"Nature Hut Cafe","New Delhi",750,2009
"The Last Mughal (TLM)","New Delhi",750,2010
"Ahad Sons Restaurant","New Delhi",750,2011
"Biryani Blues","New Delhi",750,2012
"Chily Hut","New Delhi",750,2013
"The Bento Cafe",Noida,750,2014
"Tadqa Tandoor Express",Noida,750,2015
Khidmat,Noida,750,2016
"The Noodle Box Co.",Noida,750,2017
"Republic's @ Dhaba",Noida,750,2018
"Chick Chicken Barbeque",Noida,750,2019
"New Woks",Noida,750,2020
"Pantry d'or",Chennai,750,2021
"Kalsang Friends Corner",Dehradun,750,2022
"MD's Kebabs & Curries",Faridabad,750,2023
Kangri,Gurgaon,750,2024
"Wah! Amritsar",Gurgaon,750,2025
"World In A Box",Gurgaon,750,2026
"Cafe Gatherings",Gurgaon,750,2027
"E Yum",Gurgaon,750,2028
"Hello Sichuan",Gurgaon,750,2029
Rajasthali,Gurgaon,750,2030
"The Blaze",Gurgaon,750,2031
"Needs Gourmet",Gurgaon,750,2032
"56 Fresca",Gurgaon,750,2033
"Sandburg Shakes",Gurgaon,750,2034
"Indian Bistro Company",Gurgaon,750,2035
Confucius,Guwahati,750,2036
"Tapri Central",Jaipur,750,2037
"Nibs Cafe",Jaipur,750,2038
"Gajalee Sea Food",Mangalore,750,2039
Mocha,Nagpur,750,2040
"Bablu Chic Inn","New Delhi",750,2041
"Habibi Express","New Delhi",750,2042
"Cafe Coffee Day - The Lounge","New Delhi",750,2043
"Darbar E Awadh","New Delhi",750,2044
"Cafe Brown Sugar","New Delhi",750,2045
"Cafe Coffee Day - The Lounge","New Delhi",750,2046
Nimtho,"New Delhi",750,2047
Karim's,"New Delhi",750,2048
"Cafe Coffee Day - The Lounge","New Delhi",750,2049
"Cafe Coffee Day - The Lounge","New Delhi",750,2050
Chowki,"New Delhi",750,2051
"Tikka Junction","New Delhi",750,2052
"Urban Punjab","New Delhi",750,2053
"New Angaar Hyderabadi","New Delhi",750,2054
"Tempting Restaurant","New Delhi",750,2055
"Dialogue Lounge & Caf刺","New Delhi",750,2056
"Tikka Junction","New Delhi",750,2057
"Baked Love By Vatsala","New Delhi",720,2058
"Sodam Korean Restaurant","San Juan City",700,2059
"Rangrezz Restaurant",Agra,700,2060
"Pizza Hut",Agra,700,2061
Thaaliwala,Agra,700,2062
Puffizza,Ahmedabad,700,2063
"Cafe Alfresco",Ahmedabad,700,2064
"Pizza Hut",Allahabad,700,2065
"Makhan Fish and Chicken Corner",Amritsar,700,2066
"Sakhis Watz Kukin",Amritsar,700,2067
"Domino's Pizza",Aurangabad,700,2068
"Kareem's Fine Dining",Aurangabad,700,2069
"The Kasbah",Bhopal,700,2070
"Pal Dhaba",Chandigarh,700,2071
"Tim's Bistro",Coimbatore,700,2072
Yari,Coimbatore,700,2073
"First Gear Cafe",Dehradun,700,2074
Suruchi,Faridabad,700,2075
Welcome,Faridabad,700,2076
Invitation,Faridabad,700,2077
"Sanjha Chulha",Faridabad,700,2078
"Hotel Ekant",Faridabad,700,2079
"Tmos Moving Feast",Faridabad,700,2080
"Tmos Cafe Corner",Faridabad,700,2081
"Sanjha Chulha",Faridabad,700,2082
"The BBQ Garden",Faridabad,700,2083
"Butter & Grace",Faridabad,700,2084
"Domino's Pizza",Faridabad,700,2085
"Hunger Cure",Faridabad,700,2086
"Sanjha Chulha",Faridabad,700,2087
"Bakers Delight - The Atrium",Faridabad,700,2088
"Domino's Pizza",Ghaziabad,700,2089
"Let's Noodle",Ghaziabad,700,2090
"Fisherman's Cove",Goa,700,2091
"Domino's Pizza",Gurgaon,700,2092
Isabella,Gurgaon,700,2093
"Red Mango",Gurgaon,700,2094
Starbucks,Gurgaon,700,2095
"Domino's Pizza",Gurgaon,700,2096
Kwaliti,Gurgaon,700,2097
"Chef Style",Gurgaon,700,2098
"Le Marche Sugar & Spice Cafe",Gurgaon,700,2099
"Domino's Pizza",Gurgaon,700,2100
"Roti Boti",Gurgaon,700,2101
"Biryani By Kilo",Gurgaon,700,2102
Rawleaf,Gurgaon,700,2103
"Biryani 365",Gurgaon,700,2104
"Chateau Garlic",Gurgaon,700,2105
"The Paradise Biryani",Gurgaon,700,2106
Zoe,Gurgaon,700,2107
"Bamboo Boat",Gurgaon,700,2108
"The Lost Mughal",Gurgaon,700,2109
"19 Flavours Biryani",Gurgaon,700,2110
Nashta,Gurgaon,700,2111
"The Gathering Hut",Gurgaon,700,2112
"The Diet Kitchen",Gurgaon,700,2113
Starbucks,Gurgaon,700,2114
Starbucks,Gurgaon,700,2115
"Street Foods by Punjab Grill",Gurgaon,700,2116
"Tunday Kababi Dastarkhwan-e-Awadh",Gurgaon,700,2117
"Dilli Rasoi",Gurgaon,700,2118
"Punjabi Dhani",Gurgaon,700,2119
"Sanjha Chula",Gurgaon,700,2120
"Domino's Pizza",Gurgaon,700,2121
Starbucks,Gurgaon,700,2122
"Caf刺 Gramophone",Gurgaon,700,2123
"Chaska Food Corner",Gurgaon,700,2124
"M Cr作me",Gurgaon,700,2125
"Chacha's Take Away",Gurgaon,700,2126
"Domino's Pizza",Gurgaon,700,2127
"Hong Kong Express",Gurgaon,700,2128
"Special No.1 Biryani Corner",Gurgaon,700,2129
"Domino's Pizza",Gurgaon,700,2130
"Daawat-e! Amritsar",Gurgaon,700,2131
"Domino's Pizza",Gurgaon,700,2132
Starbucks,Gurgaon,700,2133
"Burj Al Arab",Gurgaon,700,2134
"Raj Restaurant",Gurgaon,700,2135
"Raj Restaurant",Gurgaon,700,2136
Munch,Gurgaon,700,2137
"Halki Aanch",Gurgaon,700,2138
Starbucks,Gurgaon,700,2139
"Domino's Pizza",Gurgaon,700,2140
"Uma Foodies' Hut",Gurgaon,700,2141
Nosh,Gurgaon,700,2142
Udaipuri,Gurgaon,700,2143
"Halki Aanch",Gurgaon,700,2144
"Organic Express",Gurgaon,700,2145
"Kake Da Hotel",Gurgaon,700,2146
"PomoDoro Bistro",Gurgaon,700,2147
"Me Kong Bowl",Gurgaon,700,2148
Chokola,Gurgaon,700,2149
"The Diet Kitchen",Gurgaon,700,2150
"Domino's Pizza",Gurgaon,700,2151
"Urban Dhaba",Gurgaon,700,2152
FoodZilla,Gurgaon,700,2153
"Three Guys",Guwahati,700,2154
Ziya,Guwahati,700,2155
"Pine & Dine",Hyderabad,700,2156
"Mangosteen Cafe",Indore,700,2157
"Cafe Terazza",Indore,700,2158
"O2- The Plant Cafe",Jaipur,700,2159
"Cafe 17",Kochi,700,2160
"French Toast",Kochi,700,2161
"Cappuccino Blast",Lucknow,700,2162
"Domino's Pizza",Ludhiana,700,2163
"Froth On Top",Mangalore,700,2164
"Maharaja Restaurant",Mangalore,700,2165
"Sizzler's Ranch",Mangalore,700,2166
Spindrift,Mangalore,700,2167
"The Rolling Pin",Mumbai,700,2168
"Pizza Hut",Mysore,700,2169
Tandooriwala,Mysore,700,2170
"Cafe Cornucopia",Mysore,700,2171
"Enter The Dragon",Nashik,700,2172
"Domino's Pizza","New Delhi",700,2173
"Kylin Express","New Delhi",700,2174
"Red Mango","New Delhi",700,2175
Starbucks,"New Delhi",700,2176
"The Mirch Masala","New Delhi",700,2177
"Kays Bar-Be-Que","New Delhi",700,2178
"Avon Kitchen","New Delhi",700,2179
"Domino's Pizza","New Delhi",700,2180
"Domino's Pizza","New Delhi",700,2181
"Domino's Pizza","New Delhi",700,2182
"Bamboo Chopstix","New Delhi",700,2183
Bawarchis,"New Delhi",700,2184
"Chinese Bite","New Delhi",700,2185
"Momo Point","New Delhi",700,2186
"New Zaika","New Delhi",700,2187
"Organic Express","New Delhi",700,2188
"Domino's Pizza","New Delhi",700,2189
"Cafe Coffee Day The Square","New Delhi",700,2190
"Domino's Pizza","New Delhi",700,2191
Starbucks,"New Delhi",700,2192
Starbucks,"New Delhi",700,2193
"Bhaja Govindam","New Delhi",700,2194
"Domino's Pizza","New Delhi",700,2195
"Chawnsan Chef","New Delhi",700,2196
"Country Curries","New Delhi",700,2197
"Domino's Pizza","New Delhi",700,2198
"4S Chinese Restaurant","New Delhi",700,2199
"Hong Kong Express","New Delhi",700,2200
"Koyla Kebab","New Delhi",700,2201
"Domino's Pizza","New Delhi",700,2202
"Samrat Restaurant","New Delhi",700,2203
"Tilak's The Diners","New Delhi",700,2204
"Slice of Italy","New Delhi",700,2205
"Indus Flavour","New Delhi",700,2206
"YOLO 21","New Delhi",700,2207
"Incrivel Goa","New Delhi",700,2208
Wazwan,"New Delhi",700,2209
"Punjabi Rasoi","New Delhi",700,2210
"Domino's Pizza","New Delhi",700,2211
"Slice of Italy","New Delhi",700,2212
"Domino's Pizza","New Delhi",700,2213
Foodhall,"New Delhi",700,2214
Foodhall,"New Delhi",700,2215
Starbucks,"New Delhi",700,2216
"Domino's Pizza","New Delhi",700,2217
"Mughals Rasoi","New Delhi",700,2218
"Blue Water Grille Express","New Delhi",700,2219
"Caboose X Cafe & Lounge","New Delhi",700,2220
Sharazz,"New Delhi",700,2221
"Domino's Pizza","New Delhi",700,2222
"The Diet Kitchen","New Delhi",700,2223
"Swag Cafe","New Delhi",700,2224
Karim's,"New Delhi",700,2225
"Sweet & Crusty - Eros Hotel","New Delhi",700,2226
"Hungry Pistals","New Delhi",700,2227
Starbucks,"New Delhi",700,2228
"Domino's Pizza","New Delhi",700,2229
"MR.D - Deliciousness Delivered","New Delhi",700,2230
"Sagar Ratna","New Delhi",700,2231
Beeryani,"New Delhi",700,2232
Starbucks,"New Delhi",700,2233
"Dilli BC","New Delhi",700,2234
"Chehel Pehel","New Delhi",700,2235
"Domino's Pizza","New Delhi",700,2236
"Nachos And Company","New Delhi",700,2237
Gravies,"New Delhi",700,2238
"Cafe Regent","New Delhi",700,2239
"Domino's Pizza","New Delhi",700,2240
"The Walled City - Caf刺 & Lounge","New Delhi",700,2241
"Dhaba Ambarsariya","New Delhi",700,2242
"Domino's Pizza","New Delhi",700,2243
"Hot Curries","New Delhi",700,2244
Singz,"New Delhi",700,2245
"Slice of Italy","New Delhi",700,2246
"China Fort","New Delhi",700,2247
"Pasta Xpress","New Delhi",700,2248
"Food Scouts","New Delhi",700,2249
"Sanjha Chulha","New Delhi",700,2250
"Cafe Coffee Day The Square","New Delhi",700,2251
"Sanjha Chulha","New Delhi",700,2252
"MR.D - Deliciousness Delivered","New Delhi",700,2253
"Hide Out Cafe","New Delhi",700,2254
"Shameem Kabab Corner","New Delhi",700,2255
"The Tuck Shop","New Delhi",700,2256
"Domino's Pizza","New Delhi",700,2257
"Chawla Di Hutti","New Delhi",700,2258
"Crossroad Bar and Restaurant","New Delhi",700,2259
"Domino's Pizza","New Delhi",700,2260
"Gulnar Bar Be Que","New Delhi",700,2261
"R1 Take Away","New Delhi",700,2262
"Glenz Cafe N Bakers","New Delhi",700,2263
Suruchi,"New Delhi",700,2264
"The Diet Kitchen","New Delhi",700,2265
Chokola,"New Delhi",700,2266
"The Coffee Bean & Tea Leaf","New Delhi",700,2267
"The Big Chill Cakery","New Delhi",700,2268
"Bj's Lounge & Cafe","New Delhi",700,2269
"Domino's Pizza","New Delhi",700,2270
"Gedi Grill","New Delhi",700,2271
"Domino's Pizza","New Delhi",700,2272
"Domino's Pizza","New Delhi",700,2273
"Food Villa","New Delhi",700,2274
"Sethi's Restaurant","New Delhi",700,2275
"Domino's Pizza","New Delhi",700,2276
"Nirvana The Divine Kitchen","New Delhi",700,2277
"Domino's Pizza","New Delhi",700,2278
"Domino's Pizza","New Delhi",700,2279
"Relax Xpress","New Delhi",700,2280
"Juneja's Eating Plaza","New Delhi",700,2281
"Slice of Italy","New Delhi",700,2282
"Peshawari Restaurant","New Delhi",700,2283
"Hungry Hut","New Delhi",700,2284
"Resto 37","New Delhi",700,2285
"33 Food","New Delhi",700,2286
"Punjabee's Darbar","New Delhi",700,2287
"Food For Thought","New Delhi",700,2288
"Noodle Box","New Delhi",700,2289
Pema's,"New Delhi",700,2290
"RP's Restaurant","New Delhi",700,2291
"Domino's Pizza","New Delhi",700,2292
"Dilli BC","New Delhi",700,2293
"Rustom's Cafe & Bakery","New Delhi",700,2294
"Vibes of Punjab","New Delhi",700,2295
"Slice Of Italy","New Delhi",700,2296
"Anokha Chinese Hut","New Delhi",700,2297
"Ashiyan Foods","New Delhi",700,2298
"Dill's Chawla Chik-Inn","New Delhi",700,2299
"The Tea Place by Manjushree","New Delhi",700,2300
"Domino's Pizza","New Delhi",700,2301
"Kabab Factory","New Delhi",700,2302
Karim's,"New Delhi",700,2303
"Ada e Handi Restaurant","New Delhi",700,2304
"Bats On Delivery","New Delhi",700,2305
"Kumar Hotel","New Delhi",700,2306
"Paramjeet Machi Wala","New Delhi",700,2307
"Taaj Kitchen","New Delhi",700,2308
"The Little Fork","New Delhi",700,2309
"Flavours Kitchen","New Delhi",700,2310
"Sanjha Tandoor","New Delhi",700,2311
"Hotel Delhi 43","New Delhi",700,2312
"Domino's Pizza","New Delhi",700,2313
"Domino's Pizza","New Delhi",700,2314
Starbucks,"New Delhi",700,2315
"Al Zaika","New Delhi",700,2316
"Deepika Khaitan's Cakes","New Delhi",700,2317
"Domino's Pizza","New Delhi",700,2318
"MT Everest Food Corner","New Delhi",700,2319
Noorjahan,"New Delhi",700,2320
"Swaad Restaurant","New Delhi",700,2321
"The Golden Leaf","New Delhi",700,2322
"Domino's Pizza","New Delhi",700,2323
"The Blue Tandoor","New Delhi",700,2324
"Domino's Pizza","New Delhi",700,2325
"Everest Bakery Cafe","New Delhi",700,2326
"Metropolis Bar","New Delhi",700,2327
"My Bar & Restaurant","New Delhi",700,2328
"Domino's Pizza","New Delhi",700,2329
"Domino's Pizza","New Delhi",700,2330
"Ipshita's Cakes Mamma Bakes","New Delhi",700,2331
"Domino's Pizza","New Delhi",700,2332
"Domino's Pizza","New Delhi",700,2333
"Hong Kong Express","New Delhi",700,2334
"Pishori Chicken","New Delhi",700,2335
"Curry Tree","New Delhi",700,2336
Pakwan,"New Delhi",700,2337
"Domino's Pizza","New Delhi",700,2338
"Domino's Pizza","New Delhi",700,2339
"Kay's Chicken Corner","New Delhi",700,2340
"Domino's Pizza","New Delhi",700,2341
Karim's,"New Delhi",700,2342
"Domino's Pizza","New Delhi",700,2343
"Food Scouts","New Delhi",700,2344
"Blue Water Grille","New Delhi",700,2345
"Domino's Pizza","New Delhi",700,2346
Imly,"New Delhi",700,2347
"Domino's Pizza","New Delhi",700,2348
"Tomatoes Kitchen","New Delhi",700,2349
"The Diet Kitchen","New Delhi",700,2350
"The Flashback","New Delhi",700,2351
"Chawla Family Restaurant","New Delhi",700,2352
"Chawla Family Restaurant","New Delhi",700,2353
"Golden Tandoor","New Delhi",700,2354
"King's Kabab","New Delhi",700,2355
"Domino's Pizza","New Delhi",700,2356
"Sethi's Restaurant & Barbeque","New Delhi",700,2357
"Food Scouts","New Delhi",700,2358
"The Diet Kitchen","New Delhi",700,2359
"Chit Chat","New Delhi",700,2360
"Domino's Pizza","New Delhi",700,2361
"Domino's Pizza","New Delhi",700,2362
"Satvik Rasoi","New Delhi",700,2363
Adish,"New Delhi",700,2364
"Cake Away","New Delhi",700,2365
"Chawnsan Chef","New Delhi",700,2366
"Le Himalaya","New Delhi",700,2367
"Henry's Cafe","New Delhi",700,2368
"Touch of Punjab","New Delhi",700,2369
"Wanchai By Kylin","New Delhi",700,2370
Starbucks,"New Delhi",700,2371
DELI2NITE,"New Delhi",700,2372
Backbenchers,"New Delhi",700,2373
"Crazy Kitchen Lounge & Terrace","New Delhi",700,2374
"Pirates of Campus","New Delhi",700,2375
"TBH - The Big House Cafe","New Delhi",700,2376
"The Staircase Cafe by Doggy Style","New Delhi",700,2377
Starbucks,"New Delhi",700,2378
"The Coffee Bean & Tea Leaf","New Delhi",700,2379
"The Coffee Bean & Tea Leaf","New Delhi",700,2380
H?agen-Dazs,"New Delhi",700,2381
"Domino's Pizza","New Delhi",700,2382
"Slice of Italy","New Delhi",700,2383
"Hyderabad House","New Delhi",700,2384
Threads,"New Delhi",700,2385
"Bats On Delivery","New Delhi",700,2386
"Biryani By Kilo","New Delhi",700,2387
"Cafe 5H By The Kitchen Connect","New Delhi",700,2388
"Chawla's Chic Inn","New Delhi",700,2389
"Domino's Pizza","New Delhi",700,2390
"Domino's Pizza","New Delhi",700,2391
"Domino's Pizza","New Delhi",700,2392
"Domino's Pizza","New Delhi",700,2393
Starbucks,"New Delhi",700,2394
"Orange Peel by Rasleen Kochhar","New Delhi",700,2395
"Galina Restaurant","New Delhi",700,2396
"Urban Gala","New Delhi",700,2397
"Punjabi Virsa","New Delhi",700,2398
"The Coffee Bond","New Delhi",700,2399
"Domino's Pizza","New Delhi",700,2400
"Domino's Pizza","New Delhi",700,2401
"Domino's Pizza","New Delhi",700,2402
"The Village Caf刺","New Delhi",700,2403
"Cafe Connect","New Delhi",700,2404
"Domino's Pizza","New Delhi",700,2405
"Slice of Italy","New Delhi",700,2406
